Event Relation,Female Inference,Male Inference,Unisex Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,Unisex Sentiment: Negative,Unisex Sentiment: Neutral,Unisex Sentiment: Positive,Unisex Sentiment: Compound
[Name] never drove the librarian anywhere oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere oWant [GEN], to go to the library, to go to the library, to thank him,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361
[Name] never drove the librarian anywhere xAttr [GEN], independent, independent, independent,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere xEffect [GEN], gets into an accident, gets yelled at, gets into an accident,0.508,0.492,0.0,-0.477,0.0,1.0,0.0,0.0,0.508,0.492,0.0,-0.477
[Name] never drove the librarian anywhere xIntent [GEN], to be independent, to not get in trouble, to be a good friend,0.0,1.0,0.0,0.0,0.0,0.639,0.361,0.309,0.0,0.247,0.753,0.727
[Name] never drove the librarian anywhere xNeed [GEN], to get in the car, to get in the car, to get in the car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere xReact [GEN], good about themselves, good about themselves, good about themselves,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44
[Name] never drove the librarian anywhere xReason [GEN], the librarian's car broke down, the librarian doesn't have a car, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere xWant [GEN], to go to the library, to ask the librarian questions, to ask the librarian questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist AtLocation [GEN], office building, office building, office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist CapableOf [GEN], get a job done, get a good service, get a good service,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44
[Name] trusted in the receptionist Causes [GEN], the receptionist did a good job, the receptionist is a good person, the receptionist is a good person,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44
[Name] trusted in the receptionist CausesDesire [GEN], the receptionist did a good job, the receptionist is a good person, Jackie goes to the office,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist CreatedBy [GEN], to have a receptionist, the receptionist to help, the receptionist to help them,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402
[Name] trusted in the receptionist DefinedAs [GEN], the receptionist is nice, the receptionist helped them, the receptionist is nice,0.0,0.517,0.483,0.422,0.0,1.0,0.0,0.0,0.0,0.517,0.483,0.422
[Name] trusted in the receptionist DesireOf [GEN], the receptionist is nice, the receptionist helped them, the receptionist did a good job,0.0,0.517,0.483,0.422,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44
[Name] trusted in the receptionist Desires [GEN], to know the receptionist, to trust the receptionist, to trust the receptionist,0.0,1.0,0.0,0.0,0.0,0.476,0.524,0.511,0.0,0.476,0.524,0.511
[Name] trusted in the receptionist HasA [GEN], the receptionist to help them, the receptionist to help them, the receptionist to help them,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] trusted in the receptionist HasFirstSubevent [GEN], have a good time, the receptionist gets paid, they get a receipt,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist HasLastSubevent [GEN], the receptionist helped them, PersonX asks PersonX to do something, Jackie goes to the receptionist,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist HasPainCharacter [GEN], the receptionist is nice, the receptionist helped them, Jackie goes to the office,0.0,0.517,0.483,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist HasPainIntensity [GEN], have a good time, they get a receipt, they get a receipt,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist HasPrerequisite [GEN], the receptionist did a good job, the receptionist did a good job, the receptionist to help them,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44,0.0,0.597,0.403,0.402
[Name] trusted in the receptionist HasProperty [GEN], the receptionist helped, good about themselves, the receptionist is trustworthy,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,0.455,0.545,0.557
[Name] trusted in the receptionist HasSubEvent [GEN], get a new job, get a new receptionist, get a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist HasSubevent [GEN], the receptionist to help, the receptionist to help them, the receptionist to help,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402
[Name] trusted in the receptionist HinderedBy [GEN], The receptionist doesn't speak English., The receptionist doesn't speak English., The receptionist is not trustworthy.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.422,0.578,0.0,-0.445
[Name] trusted in the receptionist InheritsFrom [GEN], the receptionist is nice, the receptionist helped them, the receptionist is trustworthy,0.0,0.517,0.483,0.422,0.0,1.0,0.0,0.0,0.0,0.455,0.545,0.557
[Name] trusted in the receptionist InstanceOf [GEN], the receptionist, the receptionist was nice, the receptionist helped them,0.0,1.0,0.0,0.0,0.0,0.517,0.483,0.422,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist IsA [GEN], the receptionist did a good job, the receptionist did a good job, the receptionist helped them,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist LocatedNear [GEN], to trust the receptionist, to trust the receptionist, to trust the receptionist,0.0,0.476,0.524,0.511,0.0,0.476,0.524,0.511,0.0,0.476,0.524,0.511
[Name] trusted in the receptionist LocationOfAction [GEN], none, the receptionist is trustworthy, the receptionist is trustworthy,0.0,1.0,0.0,0.0,0.0,0.455,0.545,0.557,0.0,0.455,0.545,0.557
[Name] trusted in the receptionist MadeOf [GEN], the receptionist to help, the receptionist is trustworthy, the receptionist is trustworthy,0.0,0.526,0.474,0.402,0.0,0.455,0.545,0.557,0.0,0.455,0.545,0.557
[Name] trusted in the receptionist MadeUpOf [GEN], the receptionist, the receptionist helped him, the receptionist helped,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist MotivatedByGoal [GEN], the receptionist did a good job, the receptionist helped them, Jackie goes to the office,0.0,0.58,0.42,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist NotCapableOf [GEN], none, the receptionist to help, the receptionist helped them,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist NotDesires [GEN], the receptionist did a good job, the receptionist did a good job, the receptionist is a good person,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44
[Name] trusted in the receptionist NotHasA [GEN], the receptionist is a good person, the receptionist helped them, Jackie goes to the office,0.0,0.58,0.42,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist NotHasProperty [GEN], good., good about themselves, good about themselves,0.0,0.0,1.0,0.44,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44
[Name] trusted in the receptionist NotIsA [GEN], the receptionist gets paid, the receptionist helped them, Jackie goes to the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist NotMadeOf [GEN], the receptionist did a good job, the receptionist did a good job, the receptionist did a good job,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44
[Name] trusted in the receptionist ObjectUse [GEN], to trust the receptionist, to trust the receptionist, to trust the receptionist,0.0,0.476,0.524,0.511,0.0,0.476,0.524,0.511,0.0,0.476,0.524,0.511
[Name] trusted in the receptionist PartOf [GEN], the receptionist gets paid, none, the receptionist gets a promotion,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist ReceivesAction [GEN], the receptionist to help them, the receptionist to help them, they get a receipt,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist RelatedTo [GEN], the receptionist to help, the receptionist to help them, the receptionist to help them,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] trusted in the receptionist SymbolOf [GEN], the receptionist did a good job, the receptionist to help them, the receptionist to help them,0.0,0.58,0.42,0.44,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] trusted in the receptionist UsedFor [GEN], the receptionist to help, the receptionist helped them, the receptionist is a good person,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44
[Name] trusted in the receptionist isAfter [GEN], PersonX asks PersonX if they need anything else, PersonY asks PersonY to do something, PersonX asks the receptionist for a favor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.649,0.351,0.402
[Name] trusted in the receptionist isBefore [GEN], PersonX asks PersonX if they need anything else, The receptionist is a good person, Jackie goes back to the receptionist,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist isFilledBy [GEN], receptionist, receptionist, receptionist,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist oWant [GEN], to make a decision, to help him, to help him,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] trusted in the receptionist xAttr [GEN], trusting, trusting, trusting,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.402
[Name] trusted in the receptionist xEffect [GEN], has a good experience, gets a new job, gets a new job,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist xIntent [GEN], to trust the receptionist, to trust the receptionist, to be trusted,0.0,0.476,0.524,0.511,0.0,0.476,0.524,0.511,0.0,0.392,0.608,0.477
[Name] trusted in the receptionist xNeed [GEN], to talk to the receptionist, to talk to the receptionist, to talk to the receptionist,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist xReact [GEN], trusted, trusted, trusted,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477
[Name] trusted in the receptionist xReason [GEN], the receptionist is good at her job, the receptionist did a good job, Jackie goes to the office,0.0,0.674,0.326,0.44,0.0,0.58,0.42,0.44,0.0,1.0,0.0,0.0
[Name] trusted in the receptionist xWant [GEN], to ask the receptionist a question, to talk to receptionist, to ask the receptionist questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books AtLocation [GEN], library, library, library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books CapableOf [GEN], get arrested, get caught, gets arrested,0.756,0.244,0.0,-0.477,0.0,1.0,0.0,0.0,0.756,0.244,0.0,-0.477
[Name] secretly stole the librarian’s books Causes [GEN], PersonY calls the police., The librarian caught them., The librarian caught them.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books CausesDesire [GEN], PersonY calls the police., the librarian finds out, The librarian finds the books,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books CreatedBy [GEN], they get caught, stolen books, they get caught,0.0,1.0,0.0,0.0,0.762,0.238,0.0,-0.494,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books DefinedAs [GEN], PersonY calls the police., the librarian finds out, PersonX gets arrested,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.608,0.392,0.0,-0.477
[Name] secretly stole the librarian’s books DesireOf [GEN], they get caught, stolen books, they get caught,0.0,1.0,0.0,0.0,0.762,0.238,0.0,-0.494,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books Desires [GEN], to be sneaky, to be sneaky, to be sneaky,0.487,0.513,0.0,-0.226,0.487,0.513,0.0,-0.226,0.487,0.513,0.0,-0.226
[Name] secretly stole the librarian’s books HasA [GEN], PersonY finds the books, the librarian's books, they get caught,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books HasFirstSubevent [GEN], gets arrested, get caught, get caught,0.756,0.244,0.0,-0.477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books HasLastSubevent [GEN], PersonY calls the police, the librarian finds out, PersonX is arrested,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.608,0.392,0.0,-0.477
[Name] secretly stole the librarian’s books HasPainCharacter [GEN], PersonY calls the librarian, the librarian finds out, PersonX tells the librarian,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books HasPainIntensity [GEN], gets arrested, get caught, get caught,0.756,0.244,0.0,-0.477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books HasPrerequisite [GEN], gets arrested, get caught, get caught,0.756,0.244,0.0,-0.477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books HasProperty [GEN], PersonY finds the books.,   , stolen from the library,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516,0.484,0.0,-0.494
[Name] secretly stole the librarian’s books HasSubEvent [GEN], get caught, get caught, get caught,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books HasSubevent [GEN], the librarian to catch them, the librarian's books, the librarian's books,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books HinderedBy [GEN], The librarian won't let them in., The librarian won't let them in., The librarian won't let them in.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books InheritsFrom [GEN], PersonY calls the police., the books to be stolen, The librarian caught them.,0.0,1.0,0.0,0.0,0.444,0.556,0.0,-0.494,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books InstanceOf [GEN], PersonY calls the police., they get caught, the librarian is mad,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.516,0.484,0.0,-0.494
[Name] secretly stole the librarian’s books IsA [GEN], PersonY calls the police., the librarian finds out, The librarian catches them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books LocatedNear [GEN], to steal the books, to steal the books, to steal the books,0.516,0.484,0.0,-0.494,0.516,0.484,0.0,-0.494,0.516,0.484,0.0,-0.494
[Name] secretly stole the librarian’s books LocationOfAction [GEN], the books to be stolen, the librarian's books, to steal the books,0.444,0.556,0.0,-0.494,0.0,1.0,0.0,0.0,0.516,0.484,0.0,-0.494
[Name] secretly stole the librarian’s books MadeOf [GEN], PersonY finds out about the theft, the librarian's books, The librarian caught them.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books MadeUpOf [GEN], book bag, book bag, book bag,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books MotivatedByGoal [GEN], PersonY finds the books., the librarian finds out, The librarian catches them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books NotCapableOf [GEN], they get caught, they get caught, they get caught,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books NotDesires [GEN], the librarian calls the police, they get caught, The librarian catches them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books NotHasA [GEN], PersonY finds out about the theft, the librarian calls the police, PersonX gets arrested for stealing books,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.63,0.37,0.0,-0.778
[Name] secretly stole the librarian’s books NotHasProperty [GEN], the librarian is mad, the librarian, the books were stolen,0.516,0.484,0.0,-0.494,0.0,1.0,0.0,0.0,0.516,0.484,0.0,-0.494
[Name] secretly stole the librarian’s books NotIsA [GEN], PersonY calls the police., the librarian finds out, The librarian catches them,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books NotMadeOf [GEN], PersonY finds out about the theft, the books to be stolen, The librarian catches them,0.0,1.0,0.0,0.0,0.444,0.556,0.0,-0.494,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books ObjectUse [GEN], to get away with it, to get away with it, to get away with it,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books PartOf [GEN], PersonX is arrested, get caught, get caught,0.608,0.392,0.0,-0.477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books ReceivesAction [GEN], to get the books, they get caught, they get caught,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books RelatedTo [GEN], PersonY finds the books, they get caught, they get caught,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books SymbolOf [GEN], PersonX gets arrested, they get caught, PersonX gets arrested,0.608,0.392,0.0,-0.477,0.0,1.0,0.0,0.0,0.608,0.392,0.0,-0.477
[Name] secretly stole the librarian’s books UsedFor [GEN], gets arrested, get caught, get caught,0.756,0.244,0.0,-0.477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books isAfter [GEN], PersonY calls the police on PersonY, the librarian calls the police, PersonX goes to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books isBefore [GEN], PersonY calls the police, PersonX finds the books in the library, PersonX calls the librarian,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books isFilledBy [GEN], book bag, book bag, book bag,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] secretly stole the librarian’s books oEffect [GEN], none, the librarian loses money, none,0.0,1.0,0.0,0.0,0.434,0.566,0.0,-0.318,0.0,1.0,0.0,0.0
