Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] trusts the assistant RelatedTo [GEN], the assistant is a good person, the assistant to be reliable, the assistant does a good job
[Name] trusts the assistant SymbolOf [GEN], the assistant to help them, the assistant to be trustworthy, the assistant to help them
[Name] trusts the assistant UsedFor [GEN], the assistant is a good person, PersonY asks PersonY for a favor, PersonY asks PersonY for a favor
[Name] trusts the assistant isAfter [GEN], PersonX asks PersonX to be their assistant, PersonY hires PersonY's assistant, PersonY asks PersonY to do a favor
[Name] trusts the assistant isBefore [GEN], PersonX asks PersonX if they need anything else, PersonY asks PersonY what PersonY thinks, PersonX gets a promotion
[Name] trusts the assistant isFilledBy [GEN], the assistant, the assistant, the assistant
[Name] trusts the assistant oEffect [GEN], none, none, none
[Name] trusts the assistant oReact [GEN], none, none, none
[Name] trusts the assistant oWant [GEN], to be trusted, to do their job, to do their job
[Name] trusts the assistant xAttr [GEN], trusting, trusting, trusting
[Name] trusts the assistant xEffect [GEN], gets a promotion, gets a promotion, gets a promotion
[Name] trusts the assistant xIntent [GEN], to be trusted, to be trusted, to be trusted
[Name] trusts the assistant xNeed [GEN], to talk to the assistant, to know the assistant, to know the assistant
[Name] trusts the assistant xReact [GEN], trusted, trusted, trusted
[Name] trusts the assistant xReason [GEN], the assistant is a good person, the assistant is a good person, the assistant does a good job
[Name] trusts the assistant xWant [GEN], to tell the assistant what they think, to tell the assistant what they think, to ask the assistant for a favor
[Name] respects the baker AtLocation [GEN], bakery, bakery, the bakery
[Name] respects the baker CapableOf [GEN], eat the cake, eat the cake, eat the cake
[Name] respects the baker Causes [GEN], they like the baker, good about themselves, good about themselves
[Name] respects the baker CausesDesire [GEN], Frances buys the cake, the baker is a good person, they buy a cake
[Name] respects the baker CreatedBy [GEN], the baker to be good, they buy a cake, none
[Name] respects the baker DefinedAs [GEN], they buy a cake, he buys a loaf of bread, PersonY buys the cake
[Name] respects the baker DesireOf [GEN], they buy a loaf of bread, the baker is a good person, the baker is a good person
[Name] respects the baker Desires [GEN], to be nice, to be nice, to be nice
[Name] respects the baker HasA [GEN], they buy a cake, the baker is a good person, they buy the cake
[Name] respects the baker HasFirstSubevent [GEN], they buy a cake, they buy a loaf of bread, PersonY gives PersonY money
[Name] respects the baker HasLastSubevent [GEN], Frances buys a cake, he buys a loaf of bread, PersonY buys the cake
[Name] respects the baker HasPainCharacter [GEN], Frances buys a cake, the baker is a good person, the baker is a good person
[Name] respects the baker HasPainIntensity [GEN], they buy a cake, have a good time, they buy a cake
[Name] respects the baker HasPrerequisite [GEN], they buy a cake, the baker is a friend, they buy a cake
[Name] respects the baker HasProperty [GEN], none, respected, satisfied
[Name] respects the baker HasSubEvent [GEN], gets a treat, eat the cake, eat the cake
[Name] respects the baker HasSubevent [GEN], they like the bread, the baker to be good, the baker to be good
[Name] respects the baker HinderedBy [GEN], The baker is a bad person., The baker is a bad person., The baker is a bad person.
[Name] respects the baker InheritsFrom [GEN], the baker makes good bread, they like the bread, good about themselves
[Name] respects the baker InstanceOf [GEN], they buy the bread, none, good about themselves
[Name] respects the baker IsA [GEN], they like the bread, good about themselves, good about themselves
[Name] respects the baker LocatedNear [GEN], none, to buy the bread, to be a good baker
[Name] respects the baker LocationOfAction [GEN], none, none, none
[Name] respects the baker MadeOf [GEN], they like the baker, they like the bread, none
[Name] respects the baker MadeUpOf [GEN],   , a friend, the cake
[Name] respects the baker MotivatedByGoal [GEN], they buy a cake, the baker is a good person, the baker makes a cake
[Name] respects the baker NotCapableOf [GEN], none, good about themselves, none
[Name] respects the baker NotDesires [GEN], the baker is a good person, he buys a cake, they buy a cake
[Name] respects the baker NotHasA [GEN], Frances buys a cake, the baker is a good person, the baker is a good person
[Name] respects the baker NotHasProperty [GEN], none, none, satisfied
[Name] respects the baker NotIsA [GEN], Frances buys the cake, the baker is a good person, the baker is a good person
[Name] respects the baker NotMadeOf [GEN], they buy the cake, the bread is good, the baker is a good person
[Name] respects the baker ObjectUse [GEN], to buy a cake, to buy a cake, to be a good baker
[Name] respects the baker PartOf [GEN], none, they buy the bread, none
[Name] respects the baker ReceivesAction [GEN], they buy a cake, they buy a cake, the baker makes a cake
[Name] respects the baker RelatedTo [GEN], they buy a cake, the baker is a friend, they like the bread
[Name] respects the baker SymbolOf [GEN], the baker to be good, they like the bread, the baker to be good
[Name] respects the baker UsedFor [GEN], they buy a cake, he buys a loaf of bread, the baker is a good person
[Name] respects the baker isAfter [GEN], PersonX buys a cake from the baker, PersonY buys a loaf of bread, Finley buys a loaf of bread
[Name] respects the baker isBefore [GEN], PersonY gives PersonY a tip, PersonY gives PersonY money, PersonY gives PersonY a gift
[Name] respects the baker isFilledBy [GEN], the baker, bread, the baker
[Name] respects the baker oEffect [GEN], none, none, none
[Name] respects the baker oReact [GEN], none, none, none
[Name] respects the baker oWant [GEN], to thank the baker, to make a cake, to make a cake
[Name] respects the baker xAttr [GEN], appreciative, appreciative, appreciative
[Name] respects the baker xEffect [GEN], none, gets a treat, buys a cake
[Name] respects the baker xIntent [GEN], none, to be nice, to be respectful
[Name] respects the baker xNeed [GEN], to go to the bakery, to go to the bakery, to go to the bakery
[Name] respects the baker xReact [GEN], satisfied, satisfied, satisfied
[Name] respects the baker xReason [GEN], Frances buys the bread, the baker is a good person, they buy the cake
[Name] respects the baker xWant [GEN], to thank the baker, to give the baker money, to thank the baker
[Name] hired the accountant AtLocation [GEN], office building, bookkeeper, office building
[Name] hired the accountant CapableOf [GEN], pay the accountant, pay the accountant, pay the accountant
[Name] hired the accountant Causes [GEN], good about themselves, good about themselves, good about themselves
[Name] hired the accountant CausesDesire [GEN], the accountant was hired, the accountant is paid, the accountant is paid
[Name] hired the accountant CreatedBy [GEN], pay the accountant, pay the accountant, have a good accountant
[Name] hired the accountant DefinedAs [GEN], they get paid, the accountant is paid, the accountant gets paid
[Name] hired the accountant DesireOf [GEN], they get paid, they get a bill, the accountant makes money
[Name] hired the accountant Desires [GEN], to make money, to have a good accountant, to have a good accountant
[Name] hired the accountant HasA [GEN], hired the accountant, they get a receipt, they get a receipt
[Name] hired the accountant HasFirstSubevent [GEN], they get paid, they get paid, they get paid
[Name] hired the accountant HasLastSubevent [GEN], PersonY hires the accountant, PersonY tells PersonY that the accountant is incompetent, PersonY tells PersonY to pay the accountant
[Name] hired the accountant HasPainCharacter [GEN], PersonY hires the accountant, they get a bill, they get a bill
