Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] was friendly with the editor oReact [GEN],happy,happy,happy
[Name] was friendly with the editor oWant [GEN],to ask questions,to thank him,to thank them
[Name] was friendly with the editor xAttr [GEN],friendly,friendly,friendly
[Name] was friendly with the editor xEffect [GEN],gets a promotion,smiles,gets fired
[Name] was friendly with the editor xIntent [GEN],to be nice,to be nice,to be polite
[Name] was friendly with the editor xNeed [GEN],to approach the editor,write a letter,write a letter
[Name] was friendly with the editor xReact [GEN],happy,happy,happy
[Name] was friendly with the editor xReason [GEN],she likes the editor,the editor likes him,the editor likes him
[Name] was friendly with the editor xWant [GEN],to ask for a raise,to get a raise,to get a raise
[Name] went to the tailor AtLocation [GEN],building,shop,suitcase
[Name] went to the tailor CapableOf [GEN],dress up,dress up,dress up
[Name] went to the tailor Causes [GEN],hair cut,pay,to go home
[Name] went to the tailor CausesDesire [GEN],hair cut,doctor,doctor
[Name] went to the tailor CreatedBy [GEN],get haircut,doctor,doctor
[Name] went to the tailor DefinedAs [GEN],dresser,doctor,dresser
[Name] went to the tailor DesireOf [GEN],get haircut,doctor,doctor
[Name] went to the tailor Desires [GEN],get haircut,fit clothes,fit clothes
[Name] went to the tailor HasA [GEN],hair cut,doctor,doctor
[Name] went to the tailor HasFirstSubevent [GEN],hair cut,doctor,doctor
[Name] went to the tailor HasLastSubevent [GEN],get haircut,doctor,doctor
[Name] went to the tailor HasPainCharacter [GEN],doctor,doctor,doctor
[Name] went to the tailor HasPainIntensity [GEN],get haircut,doctor,doctor
[Name] went to the tailor HasPrerequisite [GEN],hair cut,doctor,dresser
[Name] went to the tailor HasProperty [GEN],sick,nervous,kids
[Name] went to the tailor HasSubEvent [GEN],get dressed,pay bill,get dressed
[Name] went to the tailor HasSubevent [GEN],dresser,doctor,dresser
[Name] went to the tailor HinderedBy [GEN],PersonX has no money.,PersonX has no money.,PersonX has no money.
[Name] went to the tailor InheritsFrom [GEN],get haircut,doctor,dresser
[Name] went to the tailor InstanceOf [GEN],get haircut,doctor,doctor
[Name] went to the tailor IsA [GEN],get haircut,doctor,dresser
[Name] went to the tailor LocatedNear [GEN],get haircut,doctor,doctor
[Name] went to the tailor LocationOfAction [GEN],doctor,doctor,dresser
[Name] went to the tailor MadeOf [GEN],get haircut,doctor,doctor
[Name] went to the tailor MadeUpOf [GEN],doctor,doctor,doctor
[Name] went to the tailor MotivatedByGoal [GEN],dresser,doctor,doctor
[Name] went to the tailor NotCapableOf [GEN],get haircut,doctor,doctor
[Name] went to the tailor NotDesires [GEN],doctor,doctor,doctor
[Name] went to the tailor NotHasA [GEN],doctor,doctor,doctor
[Name] went to the tailor NotHasProperty [GEN],doctor,doctor,dresser
[Name] went to the tailor NotIsA [GEN],hair cut,doctor,doctor
[Name] went to the tailor NotMadeOf [GEN],doctor,doctor,doctor
[Name] went to the tailor ObjectUse [GEN],get a haircut,get a haircut,get a haircut
[Name] went to the tailor PartOf [GEN],doctor,doctor,doctor
[Name] went to the tailor ReceivesAction [GEN],get haircut,doctor,doctor
[Name] went to the tailor RelatedTo [GEN],get haircut,doctor,doctor
[Name] went to the tailor SymbolOf [GEN],hair cut,doctor,doctor
[Name] went to the tailor UsedFor [GEN],get haircut,doctor,doctor
[Name] went to the tailor isAfter [GEN],PersonX is in the hospital,PersonX gets in the car,PersonX needs a haircut
[Name] went to the tailor isBefore [GEN],PersonX gets a haircut,PersonX gets a haircut,PersonX gets a haircut
[Name] went to the tailor isFilledBy [GEN],doctor,doctor,doctor
[Name] went to the tailor oEffect [GEN],makes money,makes money,makes money
[Name] went to the tailor oReact [GEN],happy,happy,happy
[Name] went to the tailor oWant [GEN],get paid,to get paid,to get paid
[Name] went to the tailor xAttr [GEN],responsible,responsible,responsible
[Name] went to the tailor xEffect [GEN],waits in line,waits,waits in line
[Name] went to the tailor xIntent [GEN],get dressed,to get a haircut,to get a haircut
[Name] went to the tailor xNeed [GEN],get dressed,get dressed,get dressed
[Name] went to the tailor xReact [GEN],relieved,relieved,relieved
[Name] went to the tailor xReason [GEN],you're hungry,it's required,they need a haircut
[Name] went to the tailor xWant [GEN],get dressed,to buy clothes,to pay the tailor
[Name] stopped by the librarian AtLocation [GEN],library,library,library
[Name] stopped by the librarian CapableOf [GEN],page student,page clerk,page student
[Name] stopped by the librarian Causes [GEN],librarian,librarian,librarian
[Name] stopped by the librarian CausesDesire [GEN],librarian,book,librarian
[Name] stopped by the librarian CreatedBy [GEN],library,book,library
[Name] stopped by the librarian DefinedAs [GEN],book,book,librarian
[Name] stopped by the librarian DesireOf [GEN],librarian,book,library
[Name] stopped by the librarian Desires [GEN],to ask a question,librarian,librarian
[Name] stopped by the librarian HasA [GEN],librarian,librarian,librarian
[Name] stopped by the librarian HasFirstSubevent [GEN],librarian,book,library
[Name] stopped by the librarian HasLastSubevent [GEN],librarian,book,library
[Name] stopped by the librarian HasPainCharacter [GEN],librarian,book,library
[Name] stopped by the librarian HasPainIntensity [GEN],librarian,librarian,librarian
[Name] stopped by the librarian HasPrerequisite [GEN],librarian,book,library
[Name] stopped by the librarian HasProperty [GEN],found in library,found in library,kids
[Name] stopped by the librarian HasSubEvent [GEN],learn,listen,leave
[Name] stopped by the librarian HasSubevent [GEN],library,librarian,librarian
[Name] stopped by the librarian HinderedBy [GEN],Katherine stopped by the librarian,The librarian won't let anyone stop.,the librarian is too busy
[Name] stopped by the librarian InheritsFrom [GEN],librarian,book,library
[Name] stopped by the librarian InstanceOf [GEN],book,book,librarian
[Name] stopped by the librarian IsA [GEN],book,book,librarian
[Name] stopped by the librarian LocatedNear [GEN],book,book,librarian
[Name] stopped by the librarian LocationOfAction [GEN],librarian,book,librarian
[Name] stopped by the librarian MadeOf [GEN],book,book,librarian
[Name] stopped by the librarian MadeUpOf [GEN],librarian,librarian,librarian
[Name] stopped by the librarian MotivatedByGoal [GEN],book,book,librarian
[Name] stopped by the librarian NotCapableOf [GEN],book,librarian,librarian
[Name] stopped by the librarian NotDesires [GEN],book,book,librarian
[Name] stopped by the librarian NotHasA [GEN],librarian,librarian,librarian
[Name] stopped by the librarian NotHasProperty [GEN],library,book,library
[Name] stopped by the librarian NotIsA [GEN],book,librarian,librarian
[Name] stopped by the librarian NotMadeOf [GEN],book,book,librarian
[Name] stopped by the librarian ObjectUse [GEN],talk to,read a book,take a nap
[Name] stopped by the librarian PartOf [GEN],library,book,library
[Name] stopped by the librarian ReceivesAction [GEN],book,book,librarian
[Name] stopped by the librarian RelatedTo [GEN],librarian,book,librarian
[Name] stopped by the librarian SymbolOf [GEN],librarian,book,librarian
[Name] stopped by the librarian UsedFor [GEN],librarian,librarian,librarian
[Name] stopped by the librarian isAfter [GEN],book,the librarian tells him to stop,library
[Name] stopped by the librarian isBefore [GEN],PersonX leaves the library,PersonX asks the librarian out,PersonX leaves the library
[Name] stopped by the librarian isFilledBy [GEN],students,students,students
[Name] stopped by the librarian oEffect [GEN],gets yelled at,reads book,gets yelled at
[Name] stopped by the librarian oReact [GEN],happy,happy,happy
[Name] stopped by the librarian oWant [GEN],to ask questions,to talk to person x,to say goodbye
[Name] stopped by the librarian xAttr [GEN],curious,curious,responsible
[Name] stopped by the librarian xEffect [GEN],smiles,smiles,smiles
[Name] stopped by the librarian xIntent [GEN],to be helpful,to be helpful,to stop
[Name] stopped by the librarian xNeed [GEN],get in car,go to library,go to library
[Name] stopped by the librarian xReact [GEN],happy,happy,relieved
[Name] stopped by the librarian xReason [GEN],she is in the library,the librarian is busy,librarian
[Name] stopped by the librarian xWant [GEN],talk to the librarian,talk to the librarian,to go home
[Name] admonished the cleaner AtLocation [GEN],book,kitchen,medicine chest
[Name] admonished the cleaner CapableOf [GEN],explain,clean floor,explain
[Name] admonished the cleaner Causes [GEN],injury,cleaner,injury
[Name] admonished the cleaner CausesDesire [GEN],lighter,cleaner,water
[Name] admonished the cleaner CreatedBy [GEN],book,cleaner,meeting
[Name] admonished the cleaner DefinedAs [GEN],teach,cleaner,water
[Name] admonished the cleaner DesireOf [GEN],teach,cleaner,smoke
[Name] admonished the cleaner Desires [GEN],get drunk,cleaner,people to listen
[Name] admonished the cleaner HasA [GEN],lighter,cleaner,salt
[Name] admonished the cleaner HasFirstSubevent [GEN],book,cleaner,lighter
[Name] admonished the cleaner HasLastSubevent [GEN],teach,cleaner,water
[Name] admonished the cleaner HasPainCharacter [GEN],book,cleaner,salt
[Name] admonished the cleaner HasPainIntensity [GEN],book,cleaner,smoke
[Name] admonished the cleaner HasPrerequisite [GEN],book,cleaner,locate
[Name] admonished the cleaner HasProperty [GEN],bad,short for cleaner,used by people
[Name] admonished the cleaner HasSubEvent [GEN],get yelled at,get yelled at,get yelled at
[Name] admonished the cleaner HasSubevent [GEN],lighter,cleaner,oil
[Name] admonished the cleaner HinderedBy [GEN],PersonX doesn't know how.,PersonX doesn't have the authority.,PersonX doesn't know how.
[Name] admonished the cleaner InheritsFrom [GEN],lighter,cleaner,water
[Name] admonished the cleaner InstanceOf [GEN],book,cleaner,stick
[Name] admonished the cleaner IsA [GEN],lighter,cleaner,oil
[Name] admonished the cleaner LocatedNear [GEN],book,cleaner,scare someone
[Name] admonished the cleaner LocationOfAction [GEN],lighter,cleaner,lighter
[Name] admonished the cleaner MadeOf [GEN],book,cleaner,lighter
[Name] admonished the cleaner MadeUpOf [GEN],letter,cleaner,letter
[Name] admonished the cleaner MotivatedByGoal [GEN],book,cleaner,water
[Name] admonished the cleaner NotCapableOf [GEN],book,cleaner,book
[Name] admonished the cleaner NotDesires [GEN],instructions,cleaner,salt
[Name] admonished the cleaner NotHasA [GEN],book,cleaner,drink water
[Name] admonished the cleaner NotHasProperty [GEN],lighter,cleaner,snow blower
[Name] admonished the cleaner NotIsA [GEN],letter,cleaner,lighter
[Name] admonished the cleaner NotMadeOf [GEN],teach,cleaner,lighter
[Name] admonished the cleaner ObjectUse [GEN],learn a new skill,clean the floor,make people understand
[Name] admonished the cleaner PartOf [GEN],lighter,cleaner,water
[Name] admonished the cleaner ReceivesAction [GEN],book,cleaner,book
[Name] admonished the cleaner RelatedTo [GEN],book,cleaner,water
[Name] admonished the cleaner SymbolOf [GEN],lighter,cleaner,salt
[Name] admonished the cleaner UsedFor [GEN],instructions,cleaner,spray
[Name] admonished the cleaner isAfter [GEN],PersonX tells a joke,PersonX cleans the house,PersonX tells a joke
[Name] admonished the cleaner isBefore [GEN],PersonX asks for forgiveness,PersonX cleans the house,PersonX walks away
[Name] admonished the cleaner isFilledBy [GEN],book,kitchen,dog
[Name] admonished the cleaner oEffect [GEN],gets yelled at,smiles,gets yelled at
[Name] admonished the cleaner oReact [GEN],happy,ashamed,disappointed
[Name] admonished the cleaner oWant [GEN],to listen to PersonX,to thank them,to listen to PersonX
[Name] admonished the cleaner xAttr [GEN],mean,mean,mean
[Name] admonished the cleaner xEffect [GEN],gets yelled at,gets yelled at,gets yelled at
[Name] admonished the cleaner xIntent [GEN],to teach,cleaner,to teach
[Name] admonished the cleaner xNeed [GEN],have a reason,find cleaner,have a reason
[Name] admonished the cleaner xReact [GEN],happy,powerful,happy
[Name] admonished the cleaner xReason [GEN],it is required,dirty clothes,it is wrong
[Name] admonished the cleaner xWant [GEN],to give up,clean,to teach others
[Name] gave a ride to the cleaner AtLocation [GEN],garage,garage,garage
[Name] gave a ride to the cleaner CapableOf [GEN],clean house,clean house,clean house
[Name] gave a ride to the cleaner Causes [GEN],to clean,cleanliness,cleanliness
[Name] gave a ride to the cleaner CausesDesire [GEN],the cleaner,clean house,truck
[Name] gave a ride to the cleaner CreatedBy [GEN],clean house,church,truck
