,Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound,Unisex Inference,Unisex Sentiment: Compound,Unisex Sentiment: Positive,Unisex Sentiment: Negative,Unisex Sentiment: Neutral
11697,[Name] stopped by the librarian InheritsFrom [GEN],librarian,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11698,[Name] stopped by the librarian InstanceOf [GEN],book,book,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11699,[Name] stopped by the librarian IsA [GEN],book,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11700,[Name] stopped by the librarian LocatedNear [GEN],book,book,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11701,[Name] stopped by the librarian LocationOfAction [GEN],librarian,book,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11702,[Name] stopped by the librarian MadeOf [GEN],book,book,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11703,[Name] stopped by the librarian MadeUpOf [GEN],librarian,librarian,librarian,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11704,[Name] stopped by the librarian MotivatedByGoal [GEN],book,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11705,[Name] stopped by the librarian NotCapableOf [GEN],book,librarian,to buy a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11706,[Name] stopped by the librarian NotDesires [GEN],book,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11707,[Name] stopped by the librarian NotHasA [GEN],librarian,librarian,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11708,[Name] stopped by the librarian NotHasProperty [GEN],library,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11709,[Name] stopped by the librarian NotIsA [GEN],book,librarian,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11710,[Name] stopped by the librarian NotMadeOf [GEN],book,book,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11711,[Name] stopped by the librarian ObjectUse [GEN],talk to,read a book,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,take a nap,0.0,0.0,0.0,1.0
11712,[Name] stopped by the librarian PartOf [GEN],library,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11713,[Name] stopped by the librarian ReceivesAction [GEN],book,book,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11714,[Name] stopped by the librarian RelatedTo [GEN],librarian,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11715,[Name] stopped by the librarian SymbolOf [GEN],librarian,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11716,[Name] stopped by the librarian UsedFor [GEN],librarian,librarian,to buy a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11717,[Name] stopped by the librarian isAfter [GEN],book,the librarian tells him to stop,to go to the library,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11718,[Name] stopped by the librarian isBefore [GEN],PersonX leaves the library,PersonX asks the librarian out,PersonX buys a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX leaves the library,0.0,0.0,0.0,1.0
11719,[Name] stopped by the librarian isFilledBy [GEN],students,students,books,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,students,0.0,0.0,0.0,1.0
11720,[Name] stopped by the librarian oEffect [GEN],gets yelled at,reads book,the librarian tells person x to stop,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296,gets yelled at,0.0,0.0,0.0,1.0
11721,[Name] stopped by the librarian oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
11722,[Name] stopped by the librarian oWant [GEN],to ask questions,to talk to person x,to tell PersonX to stop,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.355,0.645,0.0,-0.296,to say goodbye,0.0,0.0,0.0,1.0
11723,[Name] stopped by the librarian xAttr [GEN],curious,curious,curious,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,responsible,0.318,1.0,0.0,0.0
11724,[Name] stopped by the librarian xEffect [GEN],smiles,smiles,is asked questions,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,1.0,0.0,0.0,smiles,0.477,1.0,0.0,0.0
11725,[Name] stopped by the librarian xIntent [GEN],to be helpful,to be helpful,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,to stop,-0.296,0.0,0.688,0.312
11726,[Name] stopped by the librarian xNeed [GEN],get in car,go to library,to walk to the librarian,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,go to library,0.0,0.0,0.0,1.0
11727,[Name] stopped by the librarian xReact [GEN],happy,happy,relieved,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.382,relieved,0.382,1.0,0.0,0.0
11728,[Name] stopped by the librarian xReason [GEN],she is in the library,the librarian is busy,the librarian is busy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11729,[Name] stopped by the librarian xWant [GEN],talk to the librarian,talk to the librarian,to buy a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to go home,0.0,0.0,0.0,1.0
11730,[Name] admonished the cleaner AtLocation [GEN],book,kitchen,kitchen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,medicine chest,0.0,0.0,0.0,1.0
11731,[Name] admonished the cleaner CapableOf [GEN],explain,clean floor,fine person,0.0,1.0,0.0,0.0,0.0,0.27,0.73,0.402,0.0,0.357,0.643,0.202,explain,0.0,0.0,0.0,1.0
11732,[Name] admonished the cleaner Causes [GEN],injury,cleaner,cleaner,1.0,0.0,0.0,-0.422,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,injury,-0.422,0.0,1.0,0.0
11733,[Name] admonished the cleaner CausesDesire [GEN],lighter,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,water,0.0,0.0,0.0,1.0
11734,[Name] admonished the cleaner CreatedBy [GEN],book,cleaner,the cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.37,0.63,0.178,meeting,0.0,0.0,0.0,1.0
11735,[Name] admonished the cleaner DefinedAs [GEN],teach,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,water,0.0,0.0,0.0,1.0
11736,[Name] admonished the cleaner DesireOf [GEN],teach,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,smoke,0.0,0.0,0.0,1.0
11737,[Name] admonished the cleaner Desires [GEN],get drunk,cleaner,cleaner,0.706,0.294,0.0,-0.34,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,people to listen,0.0,0.0,0.0,1.0
11738,[Name] admonished the cleaner HasA [GEN],lighter,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,salt,0.0,0.0,0.0,1.0
11739,[Name] admonished the cleaner HasFirstSubevent [GEN],book,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,lighter,0.0,0.0,0.0,1.0
11740,[Name] admonished the cleaner HasLastSubevent [GEN],teach,cleaner,to make sure they understand,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.635,0.365,0.318,water,0.0,0.0,0.0,1.0
11741,[Name] admonished the cleaner HasPainCharacter [GEN],book,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,salt,0.0,0.0,0.0,1.0
11742,[Name] admonished the cleaner HasPainIntensity [GEN],book,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,smoke,0.0,0.0,0.0,1.0
11743,[Name] admonished the cleaner HasPrerequisite [GEN],book,cleaner,the cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.37,0.63,0.178,locate,0.0,0.0,0.0,1.0
11744,[Name] admonished the cleaner HasProperty [GEN],bad,short for cleaner,important,1.0,0.0,0.0,-0.542,0.0,0.541,0.459,0.178,0.0,0.0,1.0,0.202,used by people,0.0,0.0,0.0,1.0
11745,[Name] admonished the cleaner HasSubEvent [GEN],get yelled at,get yelled at,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get yelled at,0.0,0.0,0.0,1.0
11746,[Name] admonished the cleaner HasSubevent [GEN],lighter,cleaner,the cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.37,0.63,0.178,oil,0.0,0.0,0.0,1.0
11747,[Name] admonished the cleaner HinderedBy [GEN],PersonX doesn't know how.,PersonX doesn't have the authority.,PersonX doesn't have the authority.,0.0,1.0,0.0,0.0,0.234,0.766,0.0,-0.057,0.234,0.766,0.0,-0.057,PersonX doesn't know how.,0.0,0.0,0.0,1.0
11748,[Name] admonished the cleaner InheritsFrom [GEN],lighter,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,water,0.0,0.0,0.0,1.0
11749,[Name] admonished the cleaner InstanceOf [GEN],book,cleaner,the cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.37,0.63,0.178,stick,0.0,0.0,0.0,1.0
11750,[Name] admonished the cleaner IsA [GEN],lighter,cleaner,the cleaner to stop,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.373,0.339,0.288,-0.128,oil,0.0,0.0,0.0,1.0
11751,[Name] admonished the cleaner LocatedNear [GEN],book,cleaner,the cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.37,0.63,0.178,scare someone,-0.494,0.0,0.762,0.238
11752,[Name] admonished the cleaner LocationOfAction [GEN],lighter,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,lighter,0.0,0.0,0.0,1.0
11753,[Name] admonished the cleaner MadeOf [GEN],book,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,lighter,0.0,0.0,0.0,1.0
11754,[Name] admonished the cleaner MadeUpOf [GEN],letter,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,letter,0.0,0.0,0.0,1.0
11755,[Name] admonished the cleaner MotivatedByGoal [GEN],book,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,water,0.0,0.0,0.0,1.0
11756,[Name] admonished the cleaner NotCapableOf [GEN],book,cleaner,the cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.37,0.63,0.178,book,0.0,0.0,0.0,1.0
11757,[Name] admonished the cleaner NotDesires [GEN],instructions,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,salt,0.0,0.0,0.0,1.0
11758,[Name] admonished the cleaner NotHasA [GEN],book,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,drink water,0.0,0.0,0.0,1.0
11759,[Name] admonished the cleaner NotHasProperty [GEN],lighter,cleaner,the cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.37,0.63,0.178,snow blower,0.0,0.0,0.0,1.0
11760,[Name] admonished the cleaner NotIsA [GEN],letter,cleaner,the cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.37,0.63,0.178,lighter,0.0,0.0,0.0,1.0
11761,[Name] admonished the cleaner NotMadeOf [GEN],teach,cleaner,to make sure everything is ok,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.471,0.529,0.542,lighter,0.0,0.0,0.0,1.0
11762,[Name] admonished the cleaner ObjectUse [GEN],learn a new skill,clean the floor,clean the floor,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,make people understand,0.0,0.0,0.0,1.0
11763,[Name] admonished the cleaner PartOf [GEN],lighter,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,water,0.0,0.0,0.0,1.0
11764,[Name] admonished the cleaner ReceivesAction [GEN],book,cleaner,the cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.37,0.63,0.178,book,0.0,0.0,0.0,1.0
11765,[Name] admonished the cleaner RelatedTo [GEN],book,cleaner,to make sure everything is ok,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.471,0.529,0.542,water,0.0,0.0,0.0,1.0
11766,[Name] admonished the cleaner SymbolOf [GEN],lighter,cleaner,cleaner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,salt,0.0,0.0,0.0,1.0
11767,[Name] admonished the cleaner UsedFor [GEN],instructions,cleaner,to clean the house,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.526,0.474,0.402,spray,0.0,0.0,0.0,1.0
11768,[Name] admonished the cleaner isAfter [GEN],PersonX tells a joke,PersonX cleans the house,PersonX cleans the house,0.0,0.476,0.524,0.296,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX tells a joke,0.296,0.524,0.0,0.476
11769,[Name] admonished the cleaner isBefore [GEN],PersonX asks for forgiveness,PersonX cleans the house,PersonX cleans the house,0.0,0.588,0.412,0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX walks away,0.0,0.0,0.0,1.0
11770,[Name] admonished the cleaner isFilledBy [GEN],book,kitchen,the cleaner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.63,0.178,dog,0.0,0.0,0.0,1.0
11771,[Name] admonished the cleaner oEffect [GEN],gets yelled at,smiles,cleaner is made,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.477,0.0,0.541,0.459,0.178,gets yelled at,0.0,0.0,0.0,1.0
11772,[Name] admonished the cleaner oReact [GEN],happy,ashamed,ashamed,0.0,0.0,1.0,0.572,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477,disappointed,-0.477,0.0,1.0,0.0
11773,[Name] admonished the cleaner oWant [GEN],to listen to PersonX,to thank them,to thank PersonX,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,to listen to PersonX,0.0,0.0,0.0,1.0
11774,[Name] admonished the cleaner xAttr [GEN],mean,mean,authoritative,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,mean,0.0,0.0,0.0,1.0
11775,[Name] admonished the cleaner xEffect [GEN],gets yelled at,gets yelled at,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,gets yelled at,0.0,0.0,0.0,1.0
11776,[Name] admonished the cleaner xIntent [GEN],to teach,cleaner,to be helpful,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.417,0.583,0.422,to teach,0.0,0.0,0.0,1.0
11777,[Name] admonished the cleaner xNeed [GEN],have a reason,find cleaner,to be a cleaner,0.0,1.0,0.0,0.0,0.0,0.37,0.63,0.178,0.0,0.541,0.459,0.178,have a reason,0.0,0.0,0.0,1.0
11778,[Name] admonished the cleaner xReact [GEN],happy,powerful,powerful,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,happy,0.572,1.0,0.0,0.0
11779,[Name] admonished the cleaner xReason [GEN],it is required,dirty clothes,the cleaner is dirty,0.0,1.0,0.0,0.0,0.744,0.256,0.0,-0.44,0.439,0.303,0.258,-0.296,it is wrong,-0.477,0.0,0.608,0.392
11780,[Name] admonished the cleaner xWant [GEN],to give up,clean,to teach others,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.402,0.0,1.0,0.0,0.0,to teach others,0.0,0.0,0.0,1.0
11781,[Name] gave a ride to the cleaner AtLocation [GEN],garage,garage,garage,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,garage,0.0,0.0,0.0,1.0
11782,[Name] gave a ride to the cleaner CapableOf [GEN],clean house,clean house,drive,0.0,0.27,0.73,0.402,0.0,0.27,0.73,0.402,0.0,1.0,0.0,0.0,clean house,0.402,0.73,0.0,0.27
11783,[Name] gave a ride to the cleaner Causes [GEN],to clean,cleanliness,to clean the house,0.0,0.27,0.73,0.402,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,cleanliness,0.0,0.0,0.0,1.0
11784,[Name] gave a ride to the cleaner CausesDesire [GEN],the cleaner,clean house,to clean the house,0.0,0.37,0.63,0.178,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11785,[Name] gave a ride to the cleaner CreatedBy [GEN],clean house,church,to clean the house,0.0,0.27,0.73,0.402,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11786,[Name] gave a ride to the cleaner DefinedAs [GEN],truck,cleaner,to clean the house,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11787,[Name] gave a ride to the cleaner DesireOf [GEN],truck,church,to clean the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,cleaner,0.178,1.0,0.0,0.0
11788,[Name] gave a ride to the cleaner Desires [GEN],to be helpful,to be helpful,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,to be helpful,0.422,0.583,0.0,0.417
11789,[Name] gave a ride to the cleaner HasA [GEN],the cleaner,cleaner,to clean the house,0.0,0.37,0.63,0.178,0.0,0.0,1.0,0.178,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11790,[Name] gave a ride to the cleaner HasFirstSubevent [GEN],the cleaner,cathedral,to clean the house,0.0,0.37,0.63,0.178,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11791,[Name] gave a ride to the cleaner HasLastSubevent [GEN],truck,clean house,to clean the house,0.0,1.0,0.0,0.0,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11792,[Name] gave a ride to the cleaner HasPainCharacter [GEN],cleaner,clean house,to clean the house,0.0,0.0,1.0,0.178,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11793,[Name] gave a ride to the cleaner HasPainIntensity [GEN],truck,cathedral,to be helpful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,truck,0.0,0.0,0.0,1.0
11794,[Name] gave a ride to the cleaner HasPrerequisite [GEN],truck,cleaner,to clean the house,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11795,[Name] gave a ride to the cleaner HasProperty [GEN],kids,kids,responsible,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.318,kids,0.0,0.0,0.0,1.0
11796,[Name] gave a ride to the cleaner HasSubEvent [GEN],smiles,smiles,gets thanked,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.256,0.744,0.44,get paid,0.0,0.0,0.0,1.0
11797,[Name] gave a ride to the cleaner HasSubevent [GEN],,church,to clean the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,the cleaner,0.178,0.63,0.0,0.37
11798,[Name] gave a ride to the cleaner HinderedBy [GEN],Carolyn gave a ride to the cleaner,PersonX doesn't have a car.,PersonX doesn't have a car.,0.0,0.746,0.254,0.178,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX has no car.,-0.296,0.0,0.423,0.577
11799,[Name] gave a ride to the cleaner InheritsFrom [GEN],truck,clean house,to clean,0.0,1.0,0.0,0.0,0.0,0.27,0.73,0.402,0.0,0.27,0.73,0.402,truck,0.0,0.0,0.0,1.0
11800,[Name] gave a ride to the cleaner InstanceOf [GEN],the cleaner,,truck,0.0,0.37,0.63,0.178,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
11801,[Name] gave a ride to the cleaner IsA [GEN],drive,,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
11802,[Name] gave a ride to the cleaner LocatedNear [GEN],drive,church,to clean the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11803,[Name] gave a ride to the cleaner LocationOfAction [GEN],clean house,clean house,to clean the house,0.0,0.27,0.73,0.402,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11804,[Name] gave a ride to the cleaner MadeOf [GEN],cleaner,,to be helpful,0.0,0.0,1.0,0.178,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,truck,0.0,0.0,0.0,1.0
11805,[Name] gave a ride to the cleaner MadeUpOf [GEN],car,car,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,handle,0.0,0.0,0.0,1.0
11806,[Name] gave a ride to the cleaner MotivatedByGoal [GEN],park,church,to clean the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11807,[Name] gave a ride to the cleaner NotCapableOf [GEN],clean house,,to clean the house,0.0,0.27,0.73,0.402,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11808,[Name] gave a ride to the cleaner NotDesires [GEN],truck,church,to clean the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11809,[Name] gave a ride to the cleaner NotHasA [GEN],park,clean house,to clean the house,0.0,1.0,0.0,0.0,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11810,[Name] gave a ride to the cleaner NotHasProperty [GEN],the cleaner,cleaner,to clean the house,0.0,0.37,0.63,0.178,0.0,0.0,1.0,0.178,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11811,[Name] gave a ride to the cleaner NotIsA [GEN],,church,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
11812,[Name] gave a ride to the cleaner NotMadeOf [GEN],clean house,,to clean the house,0.0,0.27,0.73,0.402,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11813,[Name] gave a ride to the cleaner ObjectUse [GEN],clean the floor,clean the house,clean the house,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,clean the floor,0.402,0.574,0.0,0.426
11814,[Name] gave a ride to the cleaner PartOf [GEN],the cleaner,clean house,to clean the house,0.0,0.37,0.63,0.178,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402,the cleaner,0.178,0.63,0.0,0.37
11815,[Name] gave a ride to the cleaner ReceivesAction [GEN],,church,to be helpful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,truck,0.0,0.0,0.0,1.0
11816,[Name] gave a ride to the cleaner RelatedTo [GEN],truck,clean house,to clean the house,0.0,1.0,0.0,0.0,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11817,[Name] gave a ride to the cleaner SymbolOf [GEN],clean house,cleaner,to clean the house,0.0,0.27,0.73,0.402,0.0,0.0,1.0,0.178,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11818,[Name] gave a ride to the cleaner UsedFor [GEN],clean house,cleaner,to clean the house,0.0,0.27,0.73,0.402,0.0,0.0,1.0,0.178,0.0,0.526,0.474,0.402,truck,0.0,0.0,0.0,1.0
11819,[Name] gave a ride to the cleaner isAfter [GEN],PersonX gets in the car,PersonX asks for a ride,PersonX gets in the car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX asks for a ride,0.0,0.0,0.0,1.0
11820,[Name] gave a ride to the cleaner isBefore [GEN],PersonX cleans the house,PersonX cleans the house,PersonX cleans the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX drives home,0.0,0.0,0.0,1.0
11821,[Name] gave a ride to the cleaner isFilledBy [GEN],car,garage,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,truck,0.0,0.0,0.0,1.0
