Event Relation,Female Inference,Male Inference,PersonX Inference,Female-Male Similarity,Female-PersonX Similarity,Male-PersonX Similarity
[Name] asked the housekeeper HasPainIntensity [GEN],truck,house,to get the house cleaned,0.413,0.178,0.481
[Name] asked the housekeeper HasPrerequisite [GEN],house,house,to go to the house,1.0,0.657,0.657
[Name] asked the housekeeper HasProperty [GEN],nervous,kids,inquisitive,0.292,0.215,0.197
[Name] asked the housekeeper HasSubEvent [GEN],waits,answer,waits,0.266,1.0,0.266
[Name] asked the housekeeper HasSubevent [GEN],house,house,to find the problem,1.0,0.197,0.197
[Name] asked the housekeeper HinderedBy [GEN],PersonX doesn't have a phone.,the house is locked,PersonX is too shy.,0.079,0.627,0.044
[Name] asked the housekeeper InheritsFrom [GEN],house,house,to get the house cleaned,1.0,0.481,0.481
[Name] asked the housekeeper InstanceOf [GEN],truck,house,to go to the house,0.413,0.277,0.657
[Name] asked the housekeeper IsA [GEN],house,answer,to go to the house,0.362,0.657,0.356
[Name] asked the housekeeper LocatedNear [GEN],truck,house,to go to the house,0.413,0.277,0.657
[Name] asked the housekeeper LocationOfAction [GEN],water,house,to ask the manager,0.417,0.163,0.176
[Name] asked the housekeeper MadeOf [GEN],truck,house,to get the house cleaned,0.413,0.178,0.481
[Name] asked the housekeeper MadeUpOf [GEN],kitchen,house,question,0.578,0.311,0.374
[Name] asked the housekeeper MotivatedByGoal [GEN],truck,house,to get the house cleaned,0.413,0.178,0.481
[Name] asked the housekeeper NotCapableOf [GEN],house,house,to go to the house,1.0,0.657,0.657
[Name] asked the housekeeper NotDesires [GEN],water,house,to go to the house,0.417,0.323,0.657
[Name] asked the housekeeper NotHasA [GEN],house,house,to get the house cleaned,1.0,0.481,0.481
[Name] asked the housekeeper NotHasProperty [GEN],house,house,to go to the house,1.0,0.657,0.657
[Name] asked the housekeeper NotIsA [GEN],truck,house,to get the house cleaned,0.413,0.178,0.481
[Name] asked the housekeeper NotMadeOf [GEN],truck,house,to go to the house,0.413,0.277,0.657
[Name] asked the housekeeper ObjectUse [GEN],ask questions,have a conversation,to have a conversation,0.485,0.488,0.816
[Name] asked the housekeeper PartOf [GEN],house,house,to go to the house,1.0,0.657,0.657
[Name] asked the housekeeper ReceivesAction [GEN],house,welcome,to ask the manager,0.166,0.176,0.12
[Name] asked the housekeeper RelatedTo [GEN],truck,answer,to get the house cleaned,0.317,0.178,0.264
[Name] asked the housekeeper SymbolOf [GEN],house,house,to get the house cleaned,1.0,0.481,0.481
[Name] asked the housekeeper UsedFor [GEN],house,house,to ask the manager,1.0,0.176,0.176
[Name] asked the housekeeper isAfter [GEN],PersonX asks a question,PersonX wants to buy a house,PersonX wants to buy a new house,0.526,0.503,0.964
[Name] asked the housekeeper isBefore [GEN],PersonX pays for the cleaning,PersonX gets a good tip,PersonX pays the bill,0.598,0.797,0.681
[Name] asked the housekeeper isFilledBy [GEN],kitchen,house,the man,0.578,0.245,0.339
[Name] asked the housekeeper oEffect [GEN],wonders why,answer,the house is cleaned,0.42,0.03,0.079
[Name] asked the housekeeper oReact [GEN],helpful,helpful,helpful,1.0,1.0,1.0
[Name] asked the housekeeper oWant [GEN],to answer the question,to answer the question,to answer the question,1.0,1.0,1.0
[Name] asked the housekeeper xAttr [GEN],curious,curious,curious,1.0,1.0,1.0
[Name] asked the housekeeper xEffect [GEN],waits,waits,waits,1.0,1.0,1.0
[Name] asked the housekeeper xIntent [GEN],inquire,information,to know the answer,0.251,0.273,0.218
[Name] asked the housekeeper xNeed [GEN],go to the house,go to the house,to go to the house,1.0,0.771,0.771
[Name] asked the housekeeper xReact [GEN],relieved,relieved,relieved,1.0,1.0,1.0
[Name] asked the housekeeper xReason [GEN],the house is dirty,the house is dirty,the house is messy,1.0,0.763,0.763
[Name] asked the housekeeper xWant [GEN],to go home,leave,to go home,0.368,1.0,0.368
[Name] sends the editor sorted newspapers AtLocation [GEN],mail box,mail box,mail box,1.0,1.0,1.0
[Name] sends the editor sorted newspapers CapableOf [GEN],send to editor,sort papers,sort papers,0.185,0.185,1.0
[Name] sends the editor sorted newspapers Causes [GEN],disappointed,satisfied,happy,0.391,0.368,0.616
[Name] sends the editor sorted newspapers CausesDesire [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers CreatedBy [GEN],good,happy,to publish the papers,0.502,0.113,0.076
[Name] sends the editor sorted newspapers DefinedAs [GEN],happy,happy,to help the editor,1.0,0.037,0.037
[Name] sends the editor sorted newspapers DesireOf [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers Desires [GEN],make money,helpful,to be helpful,0.287,0.323,0.686
[Name] sends the editor sorted newspapers HasA [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers HasFirstSubevent [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers HasLastSubevent [GEN],happy,happy,to make money,1.0,0.078,0.078
[Name] sends the editor sorted newspapers HasPainCharacter [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers HasPainIntensity [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers HasPrerequisite [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers HasProperty [GEN],important,important,responsible,1.0,0.352,0.352
[Name] sends the editor sorted newspapers HasSubEvent [GEN],get fired,receive feedback,gets fired,0.216,0.901,0.247
[Name] sends the editor sorted newspapers HasSubevent [GEN],good,happy,happy,0.502,0.502,1.0
[Name] sends the editor sorted newspapers HinderedBy [GEN],PersonX doesn't have the authority.,PersonX doesn't have the authority.,PersonX doesn't have the authority.,1.0,1.0,1.0
[Name] sends the editor sorted newspapers InheritsFrom [GEN],good,happy,to be helpful,0.502,0.2,0.191
[Name] sends the editor sorted newspapers InstanceOf [GEN],happy,happy,to publish the papers,1.0,0.076,0.076
[Name] sends the editor sorted newspapers IsA [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers LocatedNear [GEN],good,happy,to help the editor,0.502,0.122,0.037
[Name] sends the editor sorted newspapers LocationOfAction [GEN],happy,happy,to be helpful,1.0,0.191,0.191
[Name] sends the editor sorted newspapers MadeOf [GEN],happy,happy,to be helpful,1.0,0.191,0.191
[Name] sends the editor sorted newspapers MadeUpOf [GEN],letter,letter,paper,1.0,0.469,0.469
[Name] sends the editor sorted newspapers MotivatedByGoal [GEN],happy,happy,to help the editor,1.0,0.037,0.037
[Name] sends the editor sorted newspapers NotCapableOf [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers NotDesires [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers NotHasA [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers NotHasProperty [GEN],good,happy,happy,0.502,0.502,1.0
[Name] sends the editor sorted newspapers NotIsA [GEN],good,happy,to help the editor,0.502,0.122,0.037
[Name] sends the editor sorted newspapers NotMadeOf [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers ObjectUse [GEN],make paper airplanes,send to the editor,to be helpful,0.07,-0.008,0.114
[Name] sends the editor sorted newspapers PartOf [GEN],good,good,to be in charge,1.0,0.202,0.202
[Name] sends the editor sorted newspapers ReceivesAction [GEN],happy,happy,to help the editor,1.0,0.037,0.037
[Name] sends the editor sorted newspapers RelatedTo [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers SymbolOf [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers UsedFor [GEN],good,happy,to be helpful,0.502,0.2,0.191
[Name] sends the editor sorted newspapers isAfter [GEN],PersonX writes a letter,PersonX writes a letter,PersonX writes a letter,1.0,1.0,1.0
[Name] sends the editor sorted newspapers isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired,1.0,1.0,1.0
[Name] sends the editor sorted newspapers isFilledBy [GEN],magazines,magazines,papers,1.0,0.516,0.516
[Name] sends the editor sorted newspapers oEffect [GEN],gets fired,gets fired,gets fired,1.0,1.0,1.0
[Name] sends the editor sorted newspapers oReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] sends the editor sorted newspapers oWant [GEN],to thank them,to thank them,to thank PersonX,1.0,0.679,0.679
[Name] sends the editor sorted newspapers xAttr [GEN],helpful,helpful,responsible,1.0,0.361,0.361
[Name] sends the editor sorted newspapers xEffect [GEN],gets fired,gets fired,gets fired,1.0,1.0,1.0
[Name] sends the editor sorted newspapers xIntent [GEN],helpful,to be helpful,to be helpful,0.686,0.686,1.0
[Name] sends the editor sorted newspapers xNeed [GEN],have paper,to have a list,to have a list,0.329,0.329,1.0
[Name] sends the editor sorted newspapers xReact [GEN],accomplished,accomplished,accomplished,1.0,1.0,1.0
[Name] sends the editor sorted newspapers xReason [GEN],the editor is sick,the editor is sick,the editor is busy,1.0,0.739,0.739
[Name] sends the editor sorted newspapers xWant [GEN],to make money,to publish the papers,to publish the papers,0.512,0.512,1.0
[Name] helped the cleaner win the case AtLocation [GEN],court room,court room,lawyer,1.0,0.422,0.422
[Name] helped the cleaner win the case CapableOf [GEN],win,win,get paid,1.0,0.342,0.342
[Name] helped the cleaner win the case Causes [GEN],win,win,to celebrate,1.0,0.27,0.27
[Name] helped the cleaner win the case CausesDesire [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case CreatedBy [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case DefinedAs [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case DesireOf [GEN],victory,money,to win the case,0.347,0.454,0.459
[Name] helped the cleaner win the case Desires [GEN],victory,victory,to be helpful,1.0,0.249,0.249
[Name] helped the cleaner win the case HasA [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case HasFirstSubevent [GEN],victory,money,to win the case,0.347,0.454,0.459
[Name] helped the cleaner win the case HasLastSubevent [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case HasPainCharacter [GEN],victory,money,to win the case,0.347,0.454,0.459
[Name] helped the cleaner win the case HasPainIntensity [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case HasPrerequisite [GEN],victory,money,to win the case,0.347,0.454,0.459
[Name] helped the cleaner win the case HasProperty [GEN],good,good,accomplished,1.0,0.311,0.311
[Name] helped the cleaner win the case HasSubEvent [GEN],wins the case,get paid,is thanked,0.3,0.169,0.233
[Name] helped the cleaner win the case HasSubevent [GEN],victory,case,to win the case,0.326,0.454,0.659
[Name] helped the cleaner win the case HinderedBy [GEN],PersonX is not a lawyer.,PersonX is not a lawyer.,PersonX is not a lawyer.,1.0,1.0,1.0
[Name] helped the cleaner win the case InheritsFrom [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case InstanceOf [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case IsA [GEN],victory,money,to win the case,0.347,0.454,0.459
[Name] helped the cleaner win the case LocatedNear [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case LocationOfAction [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case MadeOf [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case MadeUpOf [GEN],lawyer,judge,lawyer,0.586,1.0,0.586
[Name] helped the cleaner win the case MotivatedByGoal [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case NotCapableOf [GEN],victory,money,to win the case,0.347,0.454,0.459
[Name] helped the cleaner win the case NotDesires [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case NotHasA [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case NotHasProperty [GEN],victory,money,win the case,0.347,0.474,0.332
[Name] helped the cleaner win the case NotIsA [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case NotMadeOf [GEN],victory,case,to win the case,0.326,0.454,0.659
[Name] helped the cleaner win the case ObjectUse [GEN],make money,get paid for,to be helpful,0.611,0.323,0.327
[Name] helped the cleaner win the case PartOf [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case ReceivesAction [GEN],victory,the court,to win the case,0.331,0.454,0.491
[Name] helped the cleaner win the case RelatedTo [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case SymbolOf [GEN],victory,victory,to win the case,1.0,0.454,0.454
[Name] helped the cleaner win the case UsedFor [GEN],victory,truck,to win the case,0.31,0.454,0.17
[Name] helped the cleaner win the case isAfter [GEN],PersonX is a lawyer,PersonX is a lawyer,PersonX is a lawyer,1.0,1.0,1.0
[Name] helped the cleaner win the case isBefore [GEN],PersonX wins the case,PersonX wins the case,PersonX wins the case,1.0,1.0,1.0
[Name] helped the cleaner win the case isFilledBy [GEN],suitcase,suitcase,the client,1.0,0.254,0.254
[Name] helped the cleaner win the case oEffect [GEN],loses money,PersonY is relieved,smiles,0.094,0.128,0.299
[Name] helped the cleaner win the case oReact [GEN],happy,happy,grateful,1.0,0.524,0.524
[Name] helped the cleaner win the case oWant [GEN],to celebrate,to celebrate,to celebrate,1.0,1.0,1.0
[Name] helped the cleaner win the case xAttr [GEN],helpful,helpful,helpful,1.0,1.0,1.0
[Name] helped the cleaner win the case xEffect [GEN],wins the case,is thanked,is thanked,0.169,0.169,1.0
[Name] helped the cleaner win the case xIntent [GEN],to be helpful,to be helpful,to be helpful,1.0,1.0,1.0
[Name] helped the cleaner win the case xNeed [GEN],to go to court,to go to court,to go to court,1.0,1.0,1.0
[Name] helped the cleaner win the case xReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] helped the cleaner win the case xReason [GEN],she is a lawyer,he is a lawyer,person x is a lawyer,0.747,0.666,0.669
[Name] helped the cleaner win the case xWant [GEN],to celebrate,to celebrate,to celebrate,1.0,1.0,1.0
[Name] tried to persuade the hairdresser to buy something AtLocation [GEN],store,hair salon,hair salon,0.332,0.332,1.0
[Name] tried to persuade the hairdresser to buy something CapableOf [GEN],buy,sell,buy,0.756,1.0,0.756
[Name] tried to persuade the hairdresser to buy something Causes [GEN],buy,rejection,the hairdresser to buy something,0.235,0.346,0.102
[Name] tried to persuade the hairdresser to buy something CausesDesire [GEN],Amy tried to persuade the hairdresser to buy something,,the hairdresser,0.104,0.591,0.153
[Name] tried to persuade the hairdresser to buy something CreatedBy [GEN],dress,s,to find a hairdresser,0.214,0.308,0.125
[Name] tried to persuade the hairdresser to buy something DefinedAs [GEN],diamonds,her,to buy something,0.33,0.303,0.259
[Name] tried to persuade the hairdresser to buy something DesireOf [GEN],Amy tried to persuade the hairdresser to buy something,s,the hairdresser refuses,0.116,0.543,0.094
[Name] tried to persuade the hairdresser to buy something Desires [GEN],money,diamonds,the hairdresser to buy something,0.45,0.238,0.127
[Name] tried to persuade the hairdresser to buy something HasA [GEN],hair cut,her,the hairdresser refuses,0.269,0.504,0.21
[Name] tried to persuade the hairdresser to buy something HasFirstSubevent [GEN],hair cut,her,the hairdresser,0.269,0.622,0.341
[Name] tried to persuade the hairdresser to buy something HasLastSubevent [GEN],Amy tried to persuade the hairdresser to buy something,,the hairdresser,0.104,0.591,0.153
[Name] tried to persuade the hairdresser to buy something HasPainCharacter [GEN],Amy tried to persuade the hairdresser to buy something,hairdresser,the hairdresser,0.562,0.591,0.954
[Name] tried to persuade the hairdresser to buy something HasPainIntensity [GEN],Amy tried to persuade the hairdresser to buy something,hairdresser,the hairdresser,0.562,0.591,0.954
[Name] tried to persuade the hairdresser to buy something HasPrerequisite [GEN],Amy tried to persuade the hairdresser to buy something,hairdresser,the hairdresser,0.562,0.591,0.954
[Name] tried to persuade the hairdresser to buy something HasProperty [GEN],expensive,expensive,hopeful,1.0,0.238,0.238
[Name] tried to persuade the hairdresser to buy something HasSubEvent [GEN],Amy tried to persuade the hairdresser to buy something,get rejected,gets rejected,0.16,0.191,0.944
