Event Relation,Female Inference,Male Inference,PersonX Inference,Female-Male Similarity,Female-PersonX Similarity,Male-PersonX Similarity
[Name] cleaned the office of the counselor HasSubEvent [GEN], get paid for cleaning, get paid for cleaning, PersonX cleans the office,1.0,0.359,0.359
[Name] cleaned the office of the counselor HasSubevent [GEN], the office to be clean, to be a good person, PersonX wants to be helpful,0.21,0.167,0.282
[Name] cleaned the office of the counselor HinderedBy [GEN], The counselor's office is closed., The counselor won't let them in., PersonX has no cleaning supplies.,0.625,0.094,0.186
[Name] cleaned the office of the counselor InheritsFrom [GEN], they get paid for it, the counselor's office is clean, PersonX goes to the counselor office,0.098,0.118,0.605
[Name] cleaned the office of the counselor InstanceOf [GEN], the counselor to have a clean office, the counselor to be happy, PersonX is a janitor,0.545,0.366,0.144
[Name] cleaned the office of the counselor IsA [GEN], they get paid for it, the counselor to have a clean office, PersonX goes to the counselor office,0.139,0.118,0.547
[Name] cleaned the office of the counselor LocatedNear [GEN], to be a good employee, to make sure everything is clean, PersonX wants to be helpful,0.407,0.15,0.099
[Name] cleaned the office of the counselor LocationOfAction [GEN], the office to be clean, to be helpful, PersonX is a janitor,0.202,0.43,0.136
[Name] cleaned the office of the counselor MadeOf [GEN], the counselor's office is clean, the counselor's office is clean, PersonX goes to the counselor's office,1.0,0.612,0.612
[Name] cleaned the office of the counselor MadeUpOf [GEN], the office, the counselor's office is clean, PersonX cleans up the office,0.33,0.487,0.408
[Name] cleaned the office of the counselor MotivatedByGoal [GEN], they get paid for it, PersonY asks PersonY to clean the office, PersonX is a janitor,0.122,0.149,0.519
[Name] cleaned the office of the counselor NotCapableOf [GEN], the counselor is happy, the office is clean, PersonX is a janitor,0.089,0.135,0.394
[Name] cleaned the office of the counselor NotDesires [GEN], they get paid for cleaning, they get paid for it, PersonX cleans the office,0.703,0.386,0.116
[Name] cleaned the office of the counselor NotHasA [GEN], PersonY asks PersonX to clean the office, PersonY asked PersonY to clean the office, PersonX goes to the counselor office,0.899,0.49,0.316
[Name] cleaned the office of the counselor NotHasProperty [GEN], the counselor to be happy, good about themselves, good.,0.222,0.124,0.336
[Name] cleaned the office of the counselor NotIsA [GEN], PersonX asks PersonX to clean the office, PersonY asks PersonY to clean the office, PersonX goes to the counselor office,0.828,0.539,0.346
[Name] cleaned the office of the counselor NotMadeOf [GEN], the counselor to be happy, the counselor to have a clean office, PersonX goes to the counselor office,0.545,0.547,0.547
[Name] cleaned the office of the counselor ObjectUse [GEN], to clean the office, to clean the office, to get a good grade,1.0,0.416,0.416
[Name] cleaned the office of the counselor PartOf [GEN], they get paid for cleaning, they get paid for cleaning, PersonX cleans the office,1.0,0.386,0.386
[Name] cleaned the office of the counselor ReceivesAction [GEN], get a new job, the counselor to have a clean office, PersonX goes to the counselor office,0.24,0.153,0.547
[Name] cleaned the office of the counselor RelatedTo [GEN], they get paid for it, the counselor to be happy, PersonX is a janitor,0.125,0.149,0.144
[Name] cleaned the office of the counselor SymbolOf [GEN], they get paid for it, the counselor to be happy, PersonX cleans up the office,0.125,0.091,0.061
[Name] cleaned the office of the counselor UsedFor [GEN], get a new job, the counselor to have a clean office, PersonX goes to the counselor office,0.24,0.153,0.547
[Name] cleaned the office of the counselor isAfter [GEN], PersonX asks PersonX to clean the office, PersonY asks PersonY to clean the office, PersonX goes to the counseling office,0.828,0.491,0.307
[Name] cleaned the office of the counselor isBefore [GEN], PersonY asks PersonX to help them, PersonY thanks PersonY for the help, PersonX is thanked by the counselor,0.555,0.669,0.333
[Name] cleaned the office of the counselor isFilledBy [GEN], office supplies, a broom, office supplies,0.292,1.0,0.292
[Name] cleaned the office of the counselor oEffect [GEN], gets a clean office, gets a clean office, PersonX gets paid for cleaning,1.0,0.492,0.492
[Name] cleaned the office of the counselor oReact [GEN], none, none, none,1.0,1.0,1.0
[Name] cleaned the office of the counselor oWant [GEN], to thank them for cleaning, to thank him for cleaning, to thank PersonX,0.872,0.499,0.482
[Name] cleaned the office of the counselor xAttr [GEN], hardworking, hardworking, hardworking,1.0,1.0,1.0
[Name] cleaned the office of the counselor xEffect [GEN], gets a promotion, gets a promotion, PersonX gets paid,1.0,0.37,0.37
[Name] cleaned the office of the counselor xIntent [GEN], to be helpful, to be helpful, to be helpful,1.0,1.0,1.0
[Name] cleaned the office of the counselor xNeed [GEN], to go to the office, to go to the office, to go to the office,1.0,1.0,1.0
[Name] cleaned the office of the counselor xReact [GEN], accomplished, accomplished, accomplished,1.0,1.0,1.0
[Name] cleaned the office of the counselor xReason [GEN], PersonX asks PersonX to clean the office, PersonY asked PersonY to clean the office, PersonX goes to the counselor office,0.786,0.539,0.316
[Name] cleaned the office of the counselor xWant [GEN], to make sure it's clean, to make sure it's clean, to make sure it's clean,1.0,1.0,1.0
[Name] was worried about a visit from the auditor AtLocation [GEN], auditorium, auditorium, PersonX gets a letter from the auditor,1.0,0.026,0.026
[Name] was worried about a visit from the auditor CapableOf [GEN], get nervous, get ready for the visit, PersonX calls the auditor,0.298,0.134,0.094
[Name] was worried about a visit from the auditor Causes [GEN], PersonX tells PersonX about the auditor, JUAN IS WORRIED, PersonX has a lot of work to do,0.087,0.56,0.06
[Name] was worried about a visit from the auditor CausesDesire [GEN], PersonX tells PersonX about the audit, PersonX tells PersonX about the auditor, PersonX is nervous about the audit,0.924,0.866,0.796
[Name] was worried about a visit from the auditor CreatedBy [GEN], they get nervous, they get nervous, PersonX is worried about the audit,1.0,0.132,0.132
[Name] was worried about a visit from the auditor DefinedAs [GEN], PersonX tells PersonX about the auditor, PersonX tells PersonY about the auditor, PersonX calls the auditor's office,0.977,0.869,0.851
[Name] was worried about a visit from the auditor DesireOf [GEN], they get nervous, they go to work, PersonX gets a letter from the auditor,0.367,0.118,0.176
[Name] was worried about a visit from the auditor Desires [GEN], none, none, none,1.0,1.0,1.0
[Name] was worried about a visit from the auditor HasA [GEN], they get nervous, worried about the audit, PersonX gets a letter from the auditor,0.135,0.118,0.396
[Name] was worried about a visit from the auditor HasFirstSubevent [GEN], they get nervous, they go to work, PersonX calls the auditor,0.367,0.138,0.175
[Name] was worried about a visit from the auditor HasLastSubevent [GEN], they go to work, they go to the office, PersonX is worried about the audit,0.703,0.102,0.196
[Name] was worried about a visit from the auditor HasPainCharacter [GEN], they get nervous, they go to the office, PersonX is worried about the audit,0.36,0.132,0.196
[Name] was worried about a visit from the auditor HasPainIntensity [GEN], nervousness, they get nervous, PersonX calls the auditor,0.697,0.118,0.138
[Name] was worried about a visit from the auditor HasPrerequisite [GEN], nervousness, get a new job, PersonX calls the auditor's office,0.107,0.092,0.104
[Name] was worried about a visit from the auditor HasProperty [GEN], worried about the audit, worried about the audit, PersonX gets a letter from the auditor,1.0,0.396,0.396
[Name] was worried about a visit from the auditor HasSubEvent [GEN], get nervous, gets nervous, PersonX calls the auditor,0.906,0.134,0.148
[Name] was worried about a visit from the auditor HasSubevent [GEN], none, none, PersonX is worried about the audit,1.0,0.089,0.089
[Name] was worried about a visit from the auditor HinderedBy [GEN], The auditor's office is closed., The auditor's office is closed., PersonX doesn't know the auditor's number.,1.0,0.433,0.433
[Name] was worried about a visit from the auditor InheritsFrom [GEN],   ,   , PersonX gets a letter from the auditor,1.0,0.125,0.125
[Name] was worried about a visit from the auditor InstanceOf [GEN], PersonX tells PersonX about the auditor, JUAN IS WORRIED, PersonX has a lot of work to do,0.087,0.56,0.06
[Name] was worried about a visit from the auditor IsA [GEN], PersonX calls PersonX, JUAN IS WORRIED, PersonX has a lot of work to do,0.045,0.741,0.06
[Name] was worried about a visit from the auditor LocatedNear [GEN], to be prepared, to prepare for the visit, PersonX is worried about the audit,0.641,0.017,0.076
[Name] was worried about a visit from the auditor LocationOfAction [GEN], none, none, PersonX is worried about the audit,1.0,0.089,0.089
[Name] was worried about a visit from the auditor MadeOf [GEN], the auditor to come in, the auditor to come in, PersonX is worried about the audit,1.0,0.453,0.453
[Name] was worried about a visit from the auditor MadeUpOf [GEN],   ,   , PersonX calls the auditor,1.0,0.157,0.157
[Name] was worried about a visit from the auditor MotivatedByGoal [GEN], they get a letter from the auditor, they go to the office, PersonX gets a letter from the auditor,0.446,0.74,0.347
[Name] was worried about a visit from the auditor NotCapableOf [GEN], they get nervous, JUAN, PersonX is worried about the audit,0.067,0.132,0.004
[Name] was worried about a visit from the auditor NotDesires [GEN], they get nervous,   , PersonX calls the auditor's office,0.196,0.106,0.138
[Name] was worried about a visit from the auditor NotHasA [GEN], PersonX tells PersonX about the audit, PersonX tells PersonX about the auditor, PersonX calls the auditor's office,0.924,0.795,0.869
[Name] was worried about a visit from the auditor NotHasProperty [GEN],   , worried about the audit, PersonX is worried about the audit,0.122,0.117,0.709
[Name] was worried about a visit from the auditor NotIsA [GEN], PersonX calls PersonX, JUAN IS WORRIED, PersonX is worried about the audit,0.045,0.56,0.173
[Name] was worried about a visit from the auditor NotMadeOf [GEN], PersonX tells PersonX about the auditor, they go to the office, PersonX is worried about the audit,0.315,0.809,0.196
[Name] was worried about a visit from the auditor ObjectUse [GEN], to get ready for the visit, to get ready for the visit, to get ready for the visit,1.0,1.0,1.0
[Name] was worried about a visit from the auditor PartOf [GEN], they get nervous, they get nervous, PersonX calls the auditor,1.0,0.138,0.138
[Name] was worried about a visit from the auditor ReceivesAction [GEN], they get nervous, they go to work, PersonX is worried about the audit,0.367,0.132,0.102
[Name] was worried about a visit from the auditor RelatedTo [GEN], PersonX calls PersonX, they go to work, PersonX is nervous about the audit,0.171,0.525,0.104
[Name] was worried about a visit from the auditor SymbolOf [GEN], they get nervous, they go to the office, PersonX is nervous about the visit,0.36,0.438,0.237
[Name] was worried about a visit from the auditor UsedFor [GEN], nervousness, they get nervous, PersonX calls the auditor,0.697,0.118,0.138
[Name] was worried about a visit from the auditor isAfter [GEN], PersonX calls PersonX's boss, PersonX is worried about the audit, PersonX gets a letter from the auditor,0.563,0.598,0.759
[Name] was worried about a visit from the auditor isBefore [GEN], PersonX tells PersonX about the visit., PersonX tells PersonX about the visit, PersonX calls the auditor's office,0.983,0.648,0.648
[Name] was worried about a visit from the auditor isFilledBy [GEN], the phone, auditorium, PersonX calls the auditor,0.22,0.234,0.082
[Name] was worried about a visit from the auditor oEffect [GEN], none, none, none,1.0,1.0,1.0
[Name] was worried about a visit from the auditor oReact [GEN], none, none, none,1.0,1.0,1.0
[Name] was worried about a visit from the auditor oWant [GEN], to make sure everything is okay, to make sure everything is okay, to make sure everything is okay,1.0,1.0,1.0
[Name] was worried about a visit from the auditor xAttr [GEN], nervous, apprehensive, apprehensive,0.403,0.403,1.0
[Name] was worried about a visit from the auditor xEffect [GEN], gets nervous, has a panic attack, PersonX gets nervous,0.487,0.618,0.349
[Name] was worried about a visit from the auditor xIntent [GEN], none, none, none,1.0,1.0,1.0
[Name] was worried about a visit from the auditor xNeed [GEN], to make a presentation, to be in a meeting, to make a mistake,0.447,0.265,0.393
[Name] was worried about a visit from the auditor xReact [GEN], nervous, nervous, nervous,1.0,1.0,1.0
[Name] was worried about a visit from the auditor xReason [GEN], PersonX tells PersonX about the auditor, PersonX tells PersonX about the auditor, PersonX gets a letter from the auditor,1.0,0.855,0.855
