Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound
[Name] liked the hairdresser xReact [GEN], happy, happy, satisfied,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.422
[Name] liked the hairdresser xReason [GEN], they get their hair cut,  the hairdresser, PersonX goes to the hair salon,0.344,0.656,0.0,-0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser xWant [GEN], to pay the hairdresser, to pay the hairdresser, to pay the hairdresser,0.318,0.682,0.0,-0.103,0.318,0.682,0.0,-0.103,0.318,0.682,0.0,-0.103
[Name] talked with the counselor AtLocation [GEN], counselor office,   , PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor CapableOf [GEN], listen to the counselor, listen to the counselor, to go to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor Causes [GEN], the counselor helped them, the counselor helped them, PersonX has a mental health problem,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.403,0.597,0.0,-0.402
[Name] talked with the counselor CausesDesire [GEN], they go to the counselor, the counselor gave them some advice, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor CreatedBy [GEN], talk to counselor, talk to counselor, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor DefinedAs [GEN], listen to the counselor, PersonY asks PersonY if they are okay, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,0.759,0.241,0.226,0.0,1.0,0.0,0.0
[Name] talked with the counselor DesireOf [GEN], they go to therapy, PersonY asks PersonY what they are doing, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor Desires [GEN], to get help, to get help, to talk to a counselor,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] talked with the counselor HasA [GEN], the counselor helped them, the counselor gave them some advice, PersonX goes to counseling,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor HasFirstSubevent [GEN], they go to the counselor, they go to therapy, PersonX leaves the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor HasLastSubevent [GEN], PersonY asks PersonY if they need anything else, PersonX asks PersonX what the counselor said, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor HasPainCharacter [GEN], PersonY asks PersonY if they need anything else, PersonY asks PersonY what the counselor said, PersonX goes to see the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor HasPainIntensity [GEN], listen to counselor, get a job, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor HasPrerequisite [GEN], talk to counselor, they go to the counselor, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor HasProperty [GEN], good about themselves, good about themselves, PersonX goes to the counselor,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] talked with the counselor HasSubEvent [GEN], listen to the counselor, listen to the counselor, PersonX leaves the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor HasSubevent [GEN], talk to counselor, to talk to someone, PersonX needs help with a problem,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.321,0.357,0.321,0.0
[Name] talked with the counselor HinderedBy [GEN], The counselor is out of town., The counselor is out of town., PersonX doesn't know where the counselor is.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor InheritsFrom [GEN], the counselor helped them, the counselor helped them, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor InstanceOf [GEN], the counselor gave them advice, the counselor gave them advice, PersonX goes to counseling,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor IsA [GEN], the counselor gave them advice, the counselor helped them, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor LocatedNear [GEN], listen to the counselor, to talk to someone, PersonX wants to get better,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44
[Name] talked with the counselor LocationOfAction [GEN], listen to the counselor, to get advice, to talk to someone,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor MadeOf [GEN], the counselor to help them, the counselor to help them, PersonX wants to find a counselor,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] talked with the counselor MadeUpOf [GEN], the counselor left the room, the counselor gave them advice, PersonX goes to see the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor MotivatedByGoal [GEN], they go to the counselor, the counselor gave them some advice, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor NotCapableOf [GEN], talk to the counselor, they go to therapy, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor NotDesires [GEN], talk about their problems,    the counselor helped him, PersonX goes to the counselor,0.474,0.526,0.0,-0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor NotHasA [GEN], the counselor gave them advice,    the counselor helped him, PersonX goes to the counselor's office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor NotHasProperty [GEN], they feel better, good about themselves, person x needs help,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,0.426,0.574,0.402
[Name] talked with the counselor NotIsA [GEN], they go to the counselor, PersonY asks PersonY if they need anything else, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor NotMadeOf [GEN], the counselor helped them, the counselor told them to do better, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,0.674,0.326,0.44,0.0,1.0,0.0,0.0
[Name] talked with the counselor ObjectUse [GEN], to talk to the counselor, talk to the counselor, to make a plan,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor PartOf [GEN], they go to the counselor, they go to the counselor, PersonX leaves the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor ReceivesAction [GEN], talk to the counselor, the counselor helped them, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor RelatedTo [GEN], they get some advice, the counselor helped them, PersonX goes to see the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor SymbolOf [GEN], talk to counselor, to get advice, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor UsedFor [GEN], talk to the counselor about their problems, the counselor helped them, PersonX goes to the counselor,0.31,0.69,0.0,-0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor isAfter [GEN], PersonY asks PersonY if they need help, PersonX goes to the counselor, PersonX goes to the counselor,0.0,0.69,0.31,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor isBefore [GEN], PersonX asks PersonX what the counselor said, PersonX tells PersonX that the counselor is a good person, PersonX goes to therapy again,0.0,1.0,0.0,0.0,0.0,0.734,0.266,0.44,0.0,1.0,0.0,0.0
[Name] talked with the counselor isFilledBy [GEN], the counselor, the counselor, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor oEffect [GEN], none, none, PersonX gets a new job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor oWant [GEN], to help them, to help him, to help PersonX,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] talked with the counselor xAttr [GEN], talkative, talkative, talkative,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor xEffect [GEN], gets a hug, learns a lot, PersonX feels better,0.0,0.244,0.756,0.477,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44
[Name] talked with the counselor xIntent [GEN], to get help, to talk to someone, to talk to a counselor,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor xNeed [GEN], to go to the counselor, to go to the counselor, to call the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor xReact [GEN], relieved, relieved, relieved,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382
[Name] talked with the counselor xReason [GEN], they go to the counselor,    the counselor helped him, PersonX goes to the counselor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] talked with the counselor xWant [GEN], to talk to the counselor, to make a plan, to talk to someone else,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher AtLocation [GEN], school, school, PersonX went to school,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher CapableOf [GEN], talk to the teacher, talk to teacher, PersonX learns something new,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher Causes [GEN],    the teacher   told them to do better, PersonX is a teacher, PersonX is a student at school,0.0,0.674,0.326,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher CausesDesire [GEN], they were told to do better next time, PersonY asks PersonY questions, PersonX is in a meeting,0.0,0.707,0.293,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher CreatedBy [GEN], have a good grade, have a good grade, PersonX had a meeting with the teacher,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher DefinedAs [GEN], PersonX asks PersonX what the meeting is about, PersonX asks PersonY what the meeting is about, PersonX is in trouble at school,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.351,0.649,0.0,-0.402
[Name] had a meeting with the teacher DesireOf [GEN], they learned a new subject, they got a good grade, PersonX is in a meeting,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher Desires [GEN], to get a good grade, to get a good grade, to get a good grade,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44
[Name] had a meeting with the teacher HasA [GEN], they learn a new subject, they got a good grade, PersonX is in a meeting,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher HasFirstSubevent [GEN], they learn a lot, they learn something new, PersonX goes to the meeting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher HasLastSubevent [GEN], PersonX tells the teacher that PersonX is a good student, PersonX asks PersonX what the meeting is about, PersonX had a meeting with the teacher,0.0,0.734,0.266,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher HasPainCharacter [GEN], PersonX asks PersonX what the meeting is about, PersonX tells the teacher about the meeting, PersonX goes to the meeting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher HasPainIntensity [GEN], get a new teacher, have a good grade, PersonX goes to the meeting,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher HasPrerequisite [GEN], have a good grade, have a good grade, PersonX goes to the meeting,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher HasProperty [GEN],    a meeting, they were asked to leave, PersonX is in trouble at school,0.0,1.0,0.0,0.0,0.231,0.769,0.0,-0.052,0.351,0.649,0.0,-0.402
[Name] had a meeting with the teacher HasSubEvent [GEN], meet with the teacher, get a good grade, PersonX listens to the teacher,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher HasSubevent [GEN], have a good grade, they got a good grade, PersonX had a meeting with the teacher,0.0,0.408,0.592,0.44,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher HinderedBy [GEN], The teacher is out of town., The teacher is on vacation., PersonX doesn't know where the teacher is.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher InheritsFrom [GEN], they were told what to do, they got a good grade, PersonX is in a meeting,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher InstanceOf [GEN],    teacher, PersonY tells PersonY that the meeting is over., PersonX is in a meeting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher IsA [GEN], they were told to go to class, PersonY tells PersonY that PersonY is a bad student, PersonX is having a bad day,0.0,1.0,0.0,0.0,0.333,0.667,0.0,-0.542,0.467,0.533,0.0,-0.542
[Name] had a meeting with the teacher LocatedNear [GEN], have a good grade, have a meeting, PersonX is in a meeting,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher LocationOfAction [GEN], have a good grade, they got a good grade, PersonX is a student,0.0,0.408,0.592,0.44,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher MadeOf [GEN],    a meeting with the teacher, they got a good grade, PersonX wants to get better grades,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,0.633,0.367,0.44
[Name] had a meeting with the teacher MadeUpOf [GEN], the principal, bookbag, PersonX had a meeting with the teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher MotivatedByGoal [GEN], they were told to do better, they got a good grade, PersonX is in a meeting,0.0,0.633,0.367,0.44,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher NotCapableOf [GEN], they learn something new, they learn something new, PersonX had a meeting with the teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher NotDesires [GEN], they learn something new, they get a good grade, PersonX had a meeting with the teacher,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher NotHasA [GEN], PersonX asks PersonX what the meeting is about, PersonX is a teacher, PersonX is in trouble at school,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.351,0.649,0.0,-0.402
[Name] had a meeting with the teacher NotHasProperty [GEN],    the teacher  told them to do better, they got a good grade, good about themselves,0.0,0.674,0.326,0.44,0.0,0.508,0.492,0.44,0.0,0.408,0.592,0.44
[Name] had a meeting with the teacher NotIsA [GEN], PersonX tells PersonX that the meeting is over., PersonY asks what the meeting is about, PersonX is in trouble at school,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.351,0.649,0.0,-0.402
[Name] had a meeting with the teacher NotMadeOf [GEN], they were told what to do, they got a good grade, PersonX is in a meeting,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher ObjectUse [GEN], meet with the teacher, talk to the teacher, to have a meeting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher PartOf [GEN], they were told what to do, they get a good grade, PersonX goes to the meeting,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher ReceivesAction [GEN], have a good grade, they learn a lot, PersonX had a meeting with the teacher,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher RelatedTo [GEN], they learn something new, they learn something new, PersonX is in a meeting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher SymbolOf [GEN], they learn something new, they learn something new, PersonX had a meeting with the teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher UsedFor [GEN], have a good grade, they learn something new, PersonX had a meeting with the teacher,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher isAfter [GEN], PersonX asks PersonX what the meeting is about, PersonX is a student at school, PersonX is a student at school,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher isBefore [GEN], PersonX tells PersonX that the meeting was a success, PersonX tells the teacher about the meeting., PersonX learns a lot from the meeting,0.0,0.654,0.346,0.572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher isFilledBy [GEN], school, bookbag, bookbag,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher oEffect [GEN], learns something new, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher oWant [GEN], to talk to them, to talk to him, to talk to PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher xAttr [GEN], nervous, nervous, responsible,1.0,0.0,0.0,-0.273,1.0,0.0,0.0,-0.273,0.0,0.0,1.0,0.318
[Name] had a meeting with the teacher xEffect [GEN], gets reprimanded, gets reprimanded, PersonX learns something new,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher xIntent [GEN], to get a good grade, to get a good grade, to get a good grade,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44
[Name] had a meeting with the teacher xNeed [GEN], to go to the school, to go to the school, to go to the school,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher xReact [GEN], nervous, nervous, nervous,1.0,0.0,0.0,-0.273,1.0,0.0,0.0,-0.273,1.0,0.0,0.0,-0.273
[Name] had a meeting with the teacher xReason [GEN],    the meeting was a success, PersonX is a teacher., PersonX had a meeting with the teacher,0.0,0.448,0.552,0.572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had a meeting with the teacher xWant [GEN], to ask for help, to make a report, to make a report,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] promoted the housekeeper AtLocation [GEN], house, house, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] promoted the housekeeper CapableOf [GEN], pay the housekeeper, clean up the house, to hire a housekeeper,0.412,0.588,0.0,-0.103,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] promoted the housekeeper Causes [GEN], the house is clean, the house is in good shape, the housekeeper is doing a good job,0.0,0.526,0.474,0.402,0.0,0.633,0.367,0.44,0.0,0.633,0.367,0.44
[Name] promoted the housekeeper CausesDesire [GEN], the house to be clean, the house is clean, PersonX hires a housekeeper,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] promoted the housekeeper CreatedBy [GEN], to hire a housekeeper, to hire a housekeeper, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] promoted the housekeeper DefinedAs [GEN], the house to be clean, the house to be clean, PersonX hires a new housekeeper,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
