Event Relation,Female Inference,Male Inference,Unisex Inference,Female-Male Similarity,Female-Unisex Similarity,Male-Unisex Similarity
[Name] demanded more bread from the baker NotMadeOf [GEN],bread,more bread,get more bread,0.849,0.812,0.938
[Name] demanded more bread from the baker ObjectUse [GEN],get more bread,get more bread,get more bread,1.0,1.0,1.0
[Name] demanded more bread from the baker PartOf [GEN],baker,more bread,buy more bread,0.464,0.407,0.9
[Name] demanded more bread from the baker ReceivesAction [GEN],get more bread,more bread,get more bread,0.938,1.0,0.938
[Name] demanded more bread from the baker RelatedTo [GEN],baker,more bread,get more bread,0.464,0.401,0.938
[Name] demanded more bread from the baker SymbolOf [GEN],get more bread,more bread,get more bread,0.938,1.0,0.938
[Name] demanded more bread from the baker UsedFor [GEN],get more bread,more bread,baker,0.938,0.401,0.464
[Name] demanded more bread from the baker isAfter [GEN],PersonX buys bread,PersonX asks for more bread,PersonX buys bread,0.853,1.0,0.853
[Name] demanded more bread from the baker isBefore [GEN],PersonX buys more bread,PersonX buys more bread,PersonX buys more bread,1.0,1.0,1.0
[Name] demanded more bread from the baker isFilledBy [GEN],bread,bread,bread,1.0,1.0,1.0
[Name] demanded more bread from the baker oEffect [GEN],makes more bread,makes more bread,makes more bread,1.0,1.0,1.0
[Name] demanded more bread from the baker oReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] demanded more bread from the baker oWant [GEN],to make more bread,to make more bread,to make more bread,1.0,1.0,1.0
[Name] demanded more bread from the baker xAttr [GEN],hungry,hungry,greedy,1.0,0.384,0.384
[Name] demanded more bread from the baker xEffect [GEN],gets yelled at,gets fired,gets yelled at,0.557,1.0,0.557
[Name] demanded more bread from the baker xIntent [GEN],more bread,more bread,more bread,1.0,1.0,1.0
[Name] demanded more bread from the baker xNeed [GEN],buy bread,buy bread,buy bread,1.0,1.0,1.0
[Name] demanded more bread from the baker xReact [GEN],full,full,happy,1.0,0.463,0.463
[Name] demanded more bread from the baker xReason [GEN],she is hungry,he is hungry,he is hungry,0.665,0.665,1.0
[Name] demanded more bread from the baker xWant [GEN],buy more bread,get more bread,buy more bread,0.956,1.0,0.956
[Name] asked the cashier to be more careful AtLocation [GEN],store,store,store,1.0,1.0,1.0
[Name] asked the cashier to be more careful CapableOf [GEN],carry cash,lower price,ask question,0.152,0.143,0.278
[Name] asked the cashier to be more careful Causes [GEN],lose money,more money,more money,0.497,0.497,1.0
[Name] asked the cashier to be more careful CausesDesire [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful CreatedBy [GEN],money,money,money,1.0,1.0,1.0
[Name] asked the cashier to be more careful DefinedAs [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful DesireOf [GEN],cashier,cashier,money,1.0,0.361,0.361
[Name] asked the cashier to be more careful Desires [GEN],money,more money,money,0.706,1.0,0.706
[Name] asked the cashier to be more careful HasA [GEN],money,cashier,money,0.361,1.0,0.361
[Name] asked the cashier to be more careful HasFirstSubevent [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful HasLastSubevent [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful HasPainCharacter [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful HasPainIntensity [GEN],cashier,cashier,money,1.0,0.361,0.361
[Name] asked the cashier to be more careful HasPrerequisite [GEN],money,money,money,1.0,1.0,1.0
[Name] asked the cashier to be more careful HasProperty [GEN],money,nervous,nervous,0.356,0.356,1.0
[Name] asked the cashier to be more careful HasSubEvent [GEN],lose money,get yelled at,pay attention,0.237,0.157,0.345
[Name] asked the cashier to be more careful HasSubevent [GEN],money,money,money,1.0,1.0,1.0
[Name] asked the cashier to be more careful HinderedBy [GEN],Ruth asked the cashier to be more careful,the cashier is too busy,Rowan asked the cashier to be more careful,0.538,0.661,0.559
[Name] asked the cashier to be more careful InheritsFrom [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful InstanceOf [GEN],money,money,money,1.0,1.0,1.0
[Name] asked the cashier to be more careful IsA [GEN],money,money,money,1.0,1.0,1.0
[Name] asked the cashier to be more careful LocatedNear [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful LocationOfAction [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful MadeOf [GEN],money,cashier,money,0.361,1.0,0.361
[Name] asked the cashier to be more careful MadeUpOf [GEN],cashier,cashier,cashier,1.0,1.0,1.0
[Name] asked the cashier to be more careful MotivatedByGoal [GEN],cashier,cashier,money,1.0,0.361,0.361
[Name] asked the cashier to be more careful NotCapableOf [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful NotDesires [GEN],money,money,money,1.0,1.0,1.0
[Name] asked the cashier to be more careful NotHasA [GEN],cashier,cashier,money,1.0,0.361,0.361
[Name] asked the cashier to be more careful NotHasProperty [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful NotIsA [GEN],money,money,money,1.0,1.0,1.0
[Name] asked the cashier to be more careful NotMadeOf [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful ObjectUse [GEN],Ruth asked the cashier to be more careful,get more money,Rowan asked the cashier to be more careful,0.179,0.661,0.151
[Name] asked the cashier to be more careful PartOf [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful ReceivesAction [GEN],money,money,money,1.0,1.0,1.0
[Name] asked the cashier to be more careful RelatedTo [GEN],cashier,money,cash,0.361,0.626,0.706
[Name] asked the cashier to be more careful SymbolOf [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful UsedFor [GEN],cashier,money,money,0.361,0.361,1.0
[Name] asked the cashier to be more careful isAfter [GEN],Ruth asked the cashier to be more careful,PersonX asks a question,Rowan asked the cashier to be more careful,0.169,0.661,0.158
[Name] asked the cashier to be more careful isBefore [GEN],Ruth asked the cashier to be more careful,PersonX leaves the store,Rowan asked the cashier to be more careful,0.28,0.661,0.281
[Name] asked the cashier to be more careful isFilledBy [GEN],the cashier,the cashier,the cashier,1.0,1.0,1.0
[Name] asked the cashier to be more careful oEffect [GEN],receives money,makes a mistake,gets yelled at,0.118,0.284,0.237
[Name] asked the cashier to be more careful oReact [GEN],worried,worried,worried,1.0,1.0,1.0
[Name] asked the cashier to be more careful oWant [GEN],to help,to give up,to help,0.571,1.0,0.571
[Name] asked the cashier to be more careful xAttr [GEN],cautious,cautious,cautious,1.0,1.0,1.0
[Name] asked the cashier to be more careful xEffect [GEN],receives money,gets yelled at,gets yelled at,0.284,0.284,1.0
[Name] asked the cashier to be more careful xIntent [GEN],to be safe,to be safe,to be safe,1.0,1.0,1.0
[Name] asked the cashier to be more careful xNeed [GEN],have money,have money,call cashier,1.0,0.335,0.335
[Name] asked the cashier to be more careful xReact [GEN],worried,satisfied,responsible,0.288,0.302,0.33
[Name] asked the cashier to be more careful xReason [GEN],Ruth asked the cashier to be more careful,the cashier is careless,Rowan asked the cashier to be more careful,0.524,0.661,0.558
[Name] asked the cashier to be more careful xWant [GEN],to thank the cashier,to ask for more information,Rowan asked the cashier to be more careful,0.325,0.535,0.209
[Name] offered to help the receptionist AtLocation [GEN],desk,desk,desk,1.0,1.0,1.0
[Name] offered to help the receptionist CapableOf [GEN],page person,page,sort mail,0.654,0.144,0.096
[Name] offered to help the receptionist Causes [GEN],helpful,helpful,helpful,1.0,1.0,1.0
[Name] offered to help the receptionist CausesDesire [GEN],desperate,helpful,desperate,0.355,1.0,0.355
[Name] offered to help the receptionist CreatedBy [GEN],desperate,welcome,desperate,0.307,1.0,0.307
[Name] offered to help the receptionist DefinedAs [GEN],desperate,desperate,desperate,1.0,1.0,1.0
[Name] offered to help the receptionist DesireOf [GEN],desperate,welcome,desperate,0.307,1.0,0.307
[Name] offered to help the receptionist Desires [GEN],helpful,helpful,helpful,1.0,1.0,1.0
[Name] offered to help the receptionist HasA [GEN],desperate,truck,desperate,0.211,1.0,0.211
[Name] offered to help the receptionist HasFirstSubevent [GEN],desperate,truck,desperate,0.211,1.0,0.211
[Name] offered to help the receptionist HasLastSubevent [GEN],desperate,helpful,desperate,0.355,1.0,0.355
[Name] offered to help the receptionist HasPainCharacter [GEN],desperate,helpful,desperate,0.355,1.0,0.355
[Name] offered to help the receptionist HasPainIntensity [GEN],desperate,truck,desperate,0.211,1.0,0.211
[Name] offered to help the receptionist HasPrerequisite [GEN],desperate,job,desperate,0.391,1.0,0.391
[Name] offered to help the receptionist HasProperty [GEN],responsible,nice,nervous,0.18,0.25,0.197
[Name] offered to help the receptionist HasSubEvent [GEN],get paid,receive thanks,receives thanks,0.314,0.299,0.841
[Name] offered to help the receptionist HasSubevent [GEN],desperate,call,computer,0.391,0.244,0.222
[Name] offered to help the receptionist HinderedBy [GEN],PersonX is not a doctor.,PersonX doesn't have the authority.,Jackie offered to help the receptionist,0.679,0.084,0.061
[Name] offered to help the receptionist InheritsFrom [GEN],desperate,desperate,desperate,1.0,1.0,1.0
[Name] offered to help the receptionist InstanceOf [GEN],desperate,phone,desperate,0.365,1.0,0.365
[Name] offered to help the receptionist IsA [GEN],desperate,helpful,desperate,0.355,1.0,0.355
[Name] offered to help the receptionist LocatedNear [GEN],desperate,helpful,desperate,0.355,1.0,0.355
[Name] offered to help the receptionist LocationOfAction [GEN],desperate,helpful,desperate,0.355,1.0,0.355
[Name] offered to help the receptionist MadeOf [GEN],desperate,truck,desperate,0.211,1.0,0.211
[Name] offered to help the receptionist MadeUpOf [GEN],doctor,doctor,handle,1.0,0.319,0.319
[Name] offered to help the receptionist MotivatedByGoal [GEN],phone,get paid,desperate,0.231,0.365,0.212
[Name] offered to help the receptionist NotCapableOf [GEN],desperate,desperate,desperate,1.0,1.0,1.0
[Name] offered to help the receptionist NotDesires [GEN],desperate,helpful,desperate,0.355,1.0,0.355
[Name] offered to help the receptionist NotHasA [GEN],desperate,desperate,desperate,1.0,1.0,1.0
[Name] offered to help the receptionist NotHasProperty [GEN],desperate,desperate,desperate,1.0,1.0,1.0
[Name] offered to help the receptionist NotIsA [GEN],desperate,desperate,desperate,1.0,1.0,1.0
[Name] offered to help the receptionist NotMadeOf [GEN],desperate,to help,desperate,0.36,1.0,0.36
[Name] offered to help the receptionist ObjectUse [GEN],get a job done,get a job done,get a job done,1.0,1.0,1.0
[Name] offered to help the receptionist PartOf [GEN],desperate,desperate,desperate,1.0,1.0,1.0
[Name] offered to help the receptionist ReceivesAction [GEN],desperate,get paid,desperate,0.212,1.0,0.212
[Name] offered to help the receptionist RelatedTo [GEN],desperate,desperate,desperate,1.0,1.0,1.0
[Name] offered to help the receptionist SymbolOf [GEN],desperate,helpful,desperate,0.355,1.0,0.355
[Name] offered to help the receptionist UsedFor [GEN],desperate,to help,desperate,0.36,1.0,0.36
[Name] offered to help the receptionist isAfter [GEN],PersonX asks for help,PersonX sees a problem,PersonX sees a problem,0.836,0.836,1.0
[Name] offered to help the receptionist isBefore [GEN],Sarah offered to help the receptionist,PersonX asks the receptionist for help,Jackie offered to help the receptionist,0.688,0.705,0.562
[Name] offered to help the receptionist isFilledBy [GEN],doctor,doctor,doctor,1.0,1.0,1.0
[Name] offered to help the receptionist oEffect [GEN],receives help,receives help,receives help,1.0,1.0,1.0
[Name] offered to help the receptionist oReact [GEN],grateful,grateful,grateful,1.0,1.0,1.0
[Name] offered to help the receptionist oWant [GEN],thank person x,to thank them,to thank them,0.286,0.286,1.0
[Name] offered to help the receptionist xAttr [GEN],helpful,helpful,helpful,1.0,1.0,1.0
[Name] offered to help the receptionist xEffect [GEN],is thanked,is thanked,is thanked,1.0,1.0,1.0
[Name] offered to help the receptionist xIntent [GEN],to be helpful,to be helpful,to be helpful,1.0,1.0,1.0
[Name] offered to help the receptionist xNeed [GEN],have a job,have a job,have a job,1.0,1.0,1.0
[Name] offered to help the receptionist xReact [GEN],helpful,helpful,helpful,1.0,1.0,1.0
[Name] offered to help the receptionist xReason [GEN],the receptionist needs help,the receptionist needs help,the receptionist needs help,1.0,1.0,1.0
[Name] offered to help the receptionist xWant [GEN],to be helpful,to be helpful,to be helpful,1.0,1.0,1.0
[Name] never talked with the accountant AtLocation [GEN],accountants office,accountants office,accountants office,1.0,1.0,1.0
[Name] never talked with the accountant CapableOf [GEN],page accountant,set budget,page accountant,0.127,1.0,0.127
[Name] never talked with the accountant Causes [GEN],lose money,lose money,lose money,1.0,1.0,1.0
[Name] never talked with the accountant CausesDesire [GEN],money,accountant,money,0.301,1.0,0.301
[Name] never talked with the accountant CreatedBy [GEN],money,accountants,lose money,0.316,0.588,0.293
[Name] never talked with the accountant DefinedAs [GEN],money,accountants,money,0.316,1.0,0.316
[Name] never talked with the accountant DesireOf [GEN],accountant,accountant,money,1.0,0.301,0.301
[Name] never talked with the accountant Desires [GEN],money,money,money,1.0,1.0,1.0
[Name] never talked with the accountant HasA [GEN],accountant,accountant,money,1.0,0.301,0.301
[Name] never talked with the accountant HasFirstSubevent [GEN],accountant,accountant,money,1.0,0.301,0.301
[Name] never talked with the accountant HasLastSubevent [GEN],money,accountant,money,0.301,1.0,0.301
[Name] never talked with the accountant HasPainCharacter [GEN],money,accountants,money,0.316,1.0,0.316
[Name] never talked with the accountant HasPainIntensity [GEN],money,accountants,money,0.316,1.0,0.316
[Name] never talked with the accountant HasPrerequisite [GEN],money,accountants,money,0.316,1.0,0.316
[Name] never talked with the accountant HasProperty [GEN],nervous,nervous,nervous,1.0,1.0,1.0
[Name] never talked with the accountant HasSubEvent [GEN],get fired,get fired,lose money,1.0,0.346,0.346
[Name] never talked with the accountant HasSubevent [GEN],money,accountants,accountant,0.316,0.301,0.943
[Name] never talked with the accountant HinderedBy [GEN],Danielle never talked with the accountant,PersonX's accountant told him not to talk to him.,Sage never talked with the accountant,0.454,0.534,0.476
[Name] never talked with the accountant InheritsFrom [GEN],money,accountants,money,0.316,1.0,0.316
[Name] never talked with the accountant InstanceOf [GEN],money,accountants,money,0.316,1.0,0.316
[Name] never talked with the accountant IsA [GEN],money,accountants,money,0.316,1.0,0.316
[Name] never talked with the accountant LocatedNear [GEN],money,accountants,accountant,0.316,0.301,0.943
[Name] never talked with the accountant LocationOfAction [GEN],money,accountants,accountant,0.316,0.301,0.943
[Name] never talked with the accountant MadeOf [GEN],accountant,accountants,accountant,0.943,1.0,0.943
[Name] never talked with the accountant MadeUpOf [GEN],accountant,accountant,accountant,1.0,1.0,1.0
[Name] never talked with the accountant MotivatedByGoal [GEN],accountant,accountants,accountant,0.943,1.0,0.943
[Name] never talked with the accountant NotCapableOf [GEN],money,money,money,1.0,1.0,1.0
[Name] never talked with the accountant NotDesires [GEN],money,accountants,accountant,0.316,0.301,0.943
[Name] never talked with the accountant NotHasA [GEN],accountant,accountant,accountant,1.0,1.0,1.0
